--- Sentiment Scaling Log (2026-03-29) ---
--- (Topic_ID (Semantic_Key): raw_score -> final_score) ---
--------------------------------------------------
Topic 0 (Panel_Manufacturer): score_raw=0.5370 -> score_final=0.5370
Topic 0 (Panel_Manufacturer): score_raw=0.5344 -> score_final=0.5344
Topic 0 (Panel_Manufacturer): score_raw=0.5519 -> score_final=0.5519
Topic 0 (Panel_Manufacturer): score_raw=0.5413 -> score_final=0.5413
Topic 0 (Panel_Manufacturer): score_raw=0.5426 -> score_final=0.5426
Topic 0 (Panel_Manufacturer): score_raw=0.5382 -> score_final=0.5382
Topic 0 (Panel_Manufacturer): score_raw=0.5457 -> score_final=0.5457
Topic 0 (Panel_Manufacturer): score_raw=0.5352 -> score_final=0.5352
Topic 0 (Panel_Manufacturer): score_raw=0.5486 -> score_final=0.5486
Topic 0 (Panel_Manufacturer): score_raw=0.5380 -> score_final=0.5380
Topic 0 (Panel_Manufacturer): score_raw=0.5468 -> score_final=0.5468
Topic 0 (Panel_Manufacturer): score_raw=0.5412 -> score_final=0.5412
Topic 0 (Panel_Manufacturer): score_raw=0.5407 -> score_final=0.5407
Topic 0 (Panel_Manufacturer): score_raw=0.5390 -> score_final=0.5390
Topic 0 (Panel_Manufacturer): score_raw=0.5365 -> score_final=0.5365
Topic 0 (Panel_Manufacturer): score_raw=0.5231 -> score_final=0.5231
Topic 0 (Panel_Manufacturer): score_raw=0.5423 -> score_final=0.5423
Topic 0 (Panel_Manufacturer): score_raw=0.5488 -> score_final=0.5488
Topic 0 (Panel_Manufacturer): score_raw=0.5361 -> score_final=0.5361
Topic 0 (Panel_Manufacturer): score_raw=0.5504 -> score_final=0.5504
Topic 0 (Panel_Manufacturer): score_raw=0.5383 -> score_final=0.5383
Topic 0 (Panel_Manufacturer): score_raw=0.5457 -> score_final=0.5457
Topic 0 (Panel_Manufacturer): score_raw=0.5442 -> score_final=0.5442
Topic 0 (Panel_Manufacturer): score_raw=0.5558 -> score_final=0.5558
Topic 0 (Panel_Manufacturer): score_raw=0.5431 -> score_final=0.5431
Topic 0 (Panel_Manufacturer): score_raw=0.5483 -> score_final=0.5483
Topic 0 (Panel_Manufacturer): score_raw=0.5403 -> score_final=0.5403
Topic 0 (Panel_Manufacturer): score_raw=0.5469 -> score_final=0.5469
Topic 0 (Panel_Manufacturer): score_raw=0.5408 -> score_final=0.5408
Topic 0 (Panel_Manufacturer): score_raw=0.5346 -> score_final=0.5346
Topic 0 (Panel_Manufacturer): score_raw=0.5387 -> score_final=0.5387
Topic 0 (Panel_Manufacturer): score_raw=0.5436 -> score_final=0.5436
Topic 0 (Panel_Manufacturer): score_raw=0.5397 -> score_final=0.5397
Topic 0 (Panel_Manufacturer): score_raw=0.5397 -> score_final=0.5397
Topic 0 (Panel_Manufacturer): score_raw=0.5482 -> score_final=0.5482
Topic 0 (Panel_Manufacturer): score_raw=0.5463 -> score_final=0.5463
Topic 0 (Panel_Manufacturer): score_raw=0.5434 -> score_final=0.5434
Topic 0 (Panel_Manufacturer): score_raw=0.5423 -> score_final=0.5423
Topic 0 (Panel_Manufacturer): score_raw=0.5440 -> score_final=0.5440
Topic 0 (Panel_Manufacturer): score_raw=0.5355 -> score_final=0.5355
Topic 0 (Panel_Manufacturer): score_raw=0.5394 -> score_final=0.5394
Topic 0 (Panel_Manufacturer): score_raw=0.5443 -> score_final=0.5443
