term,cur,prev,diff,ma7,z_like,total
삼성,43,6,37,11.429,7.207,392
lg,25,0,25,6.0,5.508,281
lg전자,24,1,23,6.143,5.134,70
삼성전자,33,11,22,11.714,4.813,165
애플,14,1,13,3.571,3.609,97
oled,15,5,10,4.286,3.49,149
맥북,6,0,6,1.0,2.5,15
현대차,5,0,5,0.857,2.151,28
갤럭시,4,0,4,0.857,1.632,26
아이폰,4,2,2,0.857,1.632,27
공급망,4,0,4,1.0,1.5,12
ltpo,2,0,2,0.286,1.117,4
tsmc,2,0,2,0.286,1.117,14
그램,2,0,2,0.286,1.117,2
삼성디스플레이,2,0,2,0.286,1.117,33
아이패드,2,0,2,0.286,1.117,8
화웨이,2,0,2,0.286,1.117,5
고효율,2,0,2,0.429,0.95,3
패널,2,1,1,0.429,0.95,11
게이밍,2,0,2,0.571,0.814,12
qled,4,11,-7,2.143,0.754,15
고해상도,1,0,1,0.143,0.622,1
ar,1,0,1,0.286,0.465,29
수율,1,0,1,0.286,0.465,3
기아,1,1,0,0.286,0.465,4
4k,1,0,1,0.571,0.244,4
sk하이닉스,1,0,1,0.714,0.155,26
엔비디아,1,0,1,0.714,0.155,10
폴더블,1,1,0,0.857,0.074,30
차세대,1,1,0,1.286,-0.134,39
한화,1,0,1,1.429,-0.195,39
