term,cur,prev,diff,total,ma7,z_like
모니터,33,11,22,172,12.286,4.598
삼성전자,30,38,-8,418,24.429,0.938
lg전자,28,7,21,337,9.429,4.562
tv,16,32,-16,309,11.857,0.932
oled,8,2,6,282,8.429,-0.11
화웨이,7,4,3,26,2.143,1.971
엔비디아,6,2,4,63,1.857,1.753
모바일,5,4,1,60,2.571,0.933
tcl,4,0,4,15,0.571,1.953
스마트폰,4,0,4,112,2.714,0.486
폴더블,4,3,1,104,3.714,0.098
애플,4,2,2,193,5.857,-0.543
현대모비스,3,1,2,60,0.571,1.383
인텔,3,2,1,44,0.714,1.239
양산,3,0,3,19,0.714,1.239
ar,3,1,2,51,1.143,0.898
sk하이닉스,3,1,2,49,1.286,0.803
스마트워치,2,1,1,11,0.714,0.697
레노버,2,0,2,99,1.143,0.414
노트북,2,3,-1,92,2.143,-0.058
아이폰,2,0,2,76,2.714,-0.27
boe,1,0,1,57,0.143,0.622
huawei,1,0,1,1,0.143,0.622
amd,1,0,1,15,0.286,0.465
sharp,1,0,1,6,0.286,0.465
벤츠,1,0,1,66,0.429,0.345
샤오미,1,0,1,12,0.429,0.345
공급망,1,1,0,19,0.714,0.155
4k,1,0,1,12,0.714,0.155
갤럭시,1,2,-1,96,1.429,-0.195
구글,1,2,-1,69,1.571,-0.254
xr,1,4,-3,96,2.286,-0.512
lg디스플레이,1,0,1,126,3.714,-0.927
삼성디스플레이,1,0,1,115,4.857,-1.204
