term,cur,prev,diff,total,ma7,z_like
삼성전자,22,1,21,113,8.286,3.536
한화,8,0,8,37,1.143,3.314
차세대,5,0,5,42,0.857,2.151
비보,4,0,4,4,0.571,1.953
4k,3,0,3,3,0.429,1.554
파나소닉,3,0,3,3,0.429,1.554
삼성,15,1,14,355,9.0,1.5
lg전자,7,1,6,43,3.143,1.391
공급망,3,0,3,8,0.571,1.383
고효율,1,0,1,1,0.143,0.622
samsung,1,0,1,2,0.143,0.622
vr,1,0,1,10,0.143,0.622
sk하이닉스,2,0,2,25,1.143,0.414
엔비디아,1,0,1,10,0.571,0.244
구글,1,0,1,13,0.571,0.244
lg,4,2,2,259,3.429,0.2
amd,1,0,1,6,0.714,0.155
갤럭시,1,0,1,25,0.857,0.074
현대모비스,2,0,2,20,1.857,0.06
애플,3,1,2,77,3.429,-0.15
