term,cur,prev,diff,ma7,z_like,total
맥북,13,4,9,2.429,4.132,28
애플,25,9,16,9.0,4.0,199
아이폰,12,4,8,3.286,3.098,62
구글,5,0,5,1.286,1.741,36
필립스,3,0,3,0.429,1.554,5
tv,13,8,5,8.0,1.306,147
폴더블,4,2,2,1.286,1.272,56
bmw,2,1,1,0.429,0.95,9
삼성전자,25,21,4,20.429,0.828,489
boe,2,1,1,0.571,0.814,16
fhd,1,0,1,0.143,0.622,1
mbux,1,0,1,0.143,0.622,1
샤오펑,1,0,1,0.143,0.622,1
한미반도체,1,0,1,0.143,0.622,4
노트북,6,4,2,4.286,0.558,54
벤츠,1,0,1,0.286,0.465,6
스트레처블,1,0,1,0.286,0.465,2
태블릿,1,0,1,0.286,0.465,18
lcd,1,1,0,0.286,0.465,17
저전력,1,1,0,0.286,0.465,2
디스플레이,6,5,1,4.571,0.455,112
sk하이닉스,2,0,2,1.143,0.414,41
uhd,1,1,0,0.571,0.244,4
ar,2,3,-1,1.714,0.124,27
스마트폰,2,5,-3,2.0,0.0,48
oled,9,16,-7,9.286,-0.071,215
xr,1,1,0,1.286,-0.134,103
모니터,5,5,0,5.571,-0.17,79
lg전자,7,4,3,7.857,-0.225,175
amd,1,0,1,2.429,-0.558,42
삼성디스플레이,1,3,-2,3.571,-0.89,35
lg디스플레이,1,2,-1,7.0,-1.646,83
엔비디아,1,7,-6,11.286,-2.359,136
