term,cur,prev,diff,total,ma7,z_like
스마트폰,5,3,2,95,4.429,0.184
lg전자,5,17,-12,261,10.143,-1.229
tv,4,11,-7,310,9.286,-1.306
엔비디아,3,4,-1,105,2.286,0.284
애플,3,3,0,178,3.143,-0.052
디스플레이,3,10,-7,182,6.857,-1.066
bmw,2,0,2,10,0.429,0.95
샤오미,2,8,-6,18,1.857,0.06
sk하이닉스,2,0,2,42,2.0,0.0
폴더블,2,4,-2,59,2.143,-0.058
노트북,2,6,-4,123,3.857,-0.627
삼성전자,2,9,-7,608,14.286,-2.57
폭스바겐,1,0,1,6,0.143,0.622
알파벳,1,0,1,6,0.286,0.465
한미반도체,1,0,1,4,0.286,0.465
기아,1,0,1,28,0.571,0.244
dell,1,2,-1,10,0.571,0.244
메타,1,0,1,25,0.857,0.074
tcl,1,4,-3,24,0.857,0.074
아이폰,1,1,0,36,1.429,-0.195
amd,1,6,-5,30,1.571,-0.254
갤럭시,1,2,-1,63,1.857,-0.363
구글,1,0,1,119,2.286,-0.512
xr,1,3,-2,95,2.286,-0.512
퀄컴,1,16,-15,36,2.857,-0.69
레노버,1,8,-7,57,3.286,-0.813
lg디스플레이,1,1,0,77,3.571,-0.89
삼성디스플레이,1,0,1,59,3.714,-0.927
oled,1,8,-7,299,14.286,-2.78
