term,cur,prev,diff,ma7,z_like,total
디스플레이,66,19,47,16.429,9.81,313
lg디스플레이,35,6,29,6.429,8.081,121
oled,60,35,25,22.286,6.593,359
폴더블,31,5,26,8.857,5.569,203
갤럭시,33,15,18,14.429,3.87,182
레노버,10,0,10,1.857,3.446,49
삼성디스플레이,16,1,15,5.571,3.103,84
퀄컴,7,0,7,1.857,2.177,34
구글,6,4,2,2.0,1.657,46
nvidia,3,0,3,0.429,1.554,4
삼성전자,19,14,5,12.571,1.414,351
hp,4,0,4,1.286,1.272,42
슬라이더블,2,0,2,0.286,1.117,2
알파벳,3,0,3,0.857,1.113,10
z폴드,2,0,2,0.429,0.95,4
갤럭시워치,2,0,2,0.429,0.95,4
맥북,2,0,2,0.429,0.95,34
ar,4,2,2,1.857,0.907,45
메타,2,1,1,0.714,0.697,32
asus,1,0,1,0.143,0.622,15
ltpo,1,0,1,0.143,0.622,2
ltps,1,0,1,0.143,0.622,1
아이맥,1,0,1,0.143,0.622,1
애플워치,1,0,1,0.143,0.622,2
화웨이,1,0,1,0.143,0.622,4
sk하이닉스,4,4,0,2.714,0.486,127
수율,1,0,1,0.286,0.465,3
소니,1,1,0,0.286,0.465,6
tv,6,5,1,4.857,0.357,182
boe,1,2,-1,0.429,0.345,26
모바일,2,1,1,1.286,0.335,50
아이폰,2,1,1,1.286,0.335,86
lcd,1,0,1,0.571,0.244,14
샤오펑,1,1,0,0.571,0.244,4
모니터,3,1,2,2.571,0.165,102
amd,1,1,0,0.714,0.155,13
etri,1,5,-4,0.857,0.074,15
tcl,1,0,1,1.0,0.0,29
공급망,1,1,0,1.143,-0.069,48
엔비디아,4,1,3,4.429,-0.138,94
애플,7,3,4,8.571,-0.4,334
스마트폰,2,2,0,3.429,-0.501,105
노트북,2,1,1,4.286,-0.744,113
xr,1,7,-6,4.286,-1.07,96
lg전자,2,9,-7,7.429,-1.457,279
