term,cur,diff,z_like
디스플레이,66,47,9.81
lg디스플레이,35,29,8.08
oled,60,25,6.59
폴더블,31,26,5.57
갤럭시,33,18,3.87
레노버,10,10,3.45
삼성디스플레이,16,15,3.10
퀄컴,7,7,2.18
구글,6,2,1.66
nvidia,3,3,1.55
