term,cur,diff,z_like
올레드,43,28,8.68
lg전자,60,22,8.12
tv,53,22,8.04
oled,42,37,6.98
삼성디스플레이,18,16,3.93
씽크패드,6,6,2.67
소니,6,6,2.50
구글,8,6,2.18
lcd,7,7,2.07
올레드tv,4,4,1.95
