term,cur,prev,diff,total,ma7,z_like
애플,12,18,-6,349,11.286,0.164
갤럭시,9,6,3,107,5.429,1.073
ar,4,1,3,43,1.429,1.171
스마트폰,4,3,1,106,4.714,-0.225
lg전자,4,4,0,307,8.714,-1.193
tv,3,2,1,172,3.571,-0.198
엔비디아,3,16,-13,99,4.0,-0.333
삼성전자,3,4,-1,315,8.857,-1.473
샤오펑,2,0,2,2,0.286,1.117
bmw,2,0,2,15,0.571,0.814
카카오,2,0,2,13,0.571,0.814
퀄컴,2,1,1,27,0.857,0.593
모니터,2,1,1,103,2.143,-0.058
노트북,2,3,-1,96,3.286,-0.457
수율,1,0,1,3,0.143,0.622
z폴드,1,0,1,2,0.143,0.622
z플립,1,0,1,1,0.143,0.622
lg화학,1,0,1,18,0.286,0.465
byd,1,0,1,14,0.286,0.465
태블릿,1,0,1,9,0.429,0.345
알파벳,1,2,-1,7,0.429,0.345
양산,1,1,0,38,0.571,0.244
lg디스플레이,1,0,1,96,1.143,-0.069
hp,1,0,1,37,2.143,-0.464
기아,1,2,-1,35,2.286,-0.512
xr,1,5,-4,86,3.0,-0.732
sk하이닉스,1,2,-1,137,3.143,-0.773
oled,1,4,-3,265,6.143,-1.478
디스플레이,1,2,-1,235,7.286,-1.699
