org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7
물량을,1,3,7,4,3,1,3,8
물론,4,9,14,3,26,12,13,6
물을,1,2,4,1,3,6,2,2
미국,10,11,17,7,8,6,25,13
미국의,1,1,2,1,1,1,7,2
미국주식,6,2,4,1,1,2,5,2
미니,3,2,6,1,2,0,4,8
미래,2,7,10,8,6,6,6,6
미래형,0,3,2,5,3,7,4,1
미미한,3,2,6,3,8,4,7,3
미식,5,1,1,0,0,1,1,0
밀도,5,1,6,2,3,3,0,0
바로,12,1,4,2,6,1,3,2
바쁜,3,5,14,3,11,21,5,6
바인딩,1,2,3,4,5,3,3,1
바인딩은,1,2,3,4,5,3,3,1
바탕으로,3,16,15,12,12,12,10,6
박준형,1,2,3,4,5,3,3,1
박차를,1,2,7,2,2,1,2,5
반도체,9,72,48,50,30,32,52,29
반등,0,6,5,4,3,3,8,0
반면,0,9,6,6,4,4,14,1
받고,0,6,5,4,3,3,8,0
받았다.,0,0,1,0,0,0,2,0
발맞춰,0,6,7,6,3,1,3,5
발매,0,0,1,1,1,0,0,0
발표,1,10,7,3,3,5,2,3
발효,5,1,1,0,0,1,1,0
밝혔다.,19,32,41,27,27,30,22,27
방산,1,9,5,8,5,5,4,4
방식,2,4,10,12,4,2,2,4
방안,0,0,1,1,2,1,2,1
방위,0,0,7,6,10,7,3,2
배터리,4,16,13,12,20,11,12,3
백승환,4,1,2,1,4,1,2,2
백신,1,2,2,0,4,3,5,1
백신에,1,2,2,0,4,3,5,1
백신을,1,2,2,0,4,3,5,1
백신의,1,2,2,0,4,3,5,1
백신접종정보통합관리시스템을,1,2,2,0,4,3,5,1
백화점,5,1,1,0,0,1,1,0
밸류체인,0,1,2,0,1,0,1,0
버튼이,2,4,3,2,10,4,5,0
베트남,2,11,12,8,6,4,9,7
변동,1,4,2,1,1,2,6,0
변화가,2,4,3,2,10,4,5,0
병원에서,1,2,2,0,4,3,5,1
보도자료,2,1,3,2,2,2,0,0
보상,0,8,6,3,2,2,2,2
보여주며,4,1,2,1,4,1,2,2
보여준다.,1,2,5,3,5,2,2,2
보였다.,2,12,12,3,12,0,8,18
보이고,0,3,1,2,1,1,6,1
보이지,1,7,6,6,6,1,4,3
보인다.,1,9,12,8,6,4,11,8
본격적으로,0,8,5,2,3,4,1,2
본더를,1,10,5,7,5,5,5,1
볼류메트릭,0,2,2,5,1,5,4,1
볼트온,0,1,2,0,1,0,1,0
부담,7,2,3,1,2,1,5,0
부담을,29,0,12,5,3,0,2,1
부모님의,7,0,4,2,0,0,1,1
부문,2,2,3,3,0,2,5,0
부문은,2,2,3,3,0,2,5,0
부상을,0,0,1,0,3,0,3,1
부족한,3,2,6,3,8,4,7,3
부터,0,2,2,5,1,5,4,1
부품,5,65,44,35,31,27,28,19
부품을,1,9,5,8,5,5,4,4
북미,1,3,5,1,2,0,2,9
분사하여,2,1,5,1,4,6,1,2
분석,0,3,2,5,3,7,4,1
분야에서,0,5,6,5,7,6,3,1
분위기를,1,2,4,0,7,4,2,3
불순물이,0,0,1,0,0,0,2,0
뷰티,0,1,2,0,1,0,1,0
브랜드,16,2,17,6,9,12,2,2
브랜드를,2,1,5,1,4,6,1,2
블라인드,8,0,2,1,2,0,1,0
비보,2,12,12,3,12,0,8,19
비올과,0,1,2,0,1,0,1,0
비용,0,8,8,10,11,11,4,1
비저녹스는,1,4,4,1,4,0,2,6
비전,3,2,6,3,8,4,7,3
비전옥스,1,17,16,9,8,3,9,19
비전옥스와,0,6,5,4,2,1,2,6
비해,1,3,8,3,4,2,2,4
빅데이터,2,2,3,3,0,2,5,0
빠른,1,7,6,6,6,1,4,3
뽑기,0,0,6,6,10,6,2,2
뽑기를,0,0,6,6,10,6,2,2
사과,8,0,2,1,2,0,1,0
사람,3,8,18,24,8,4,4,7
사법리스크,1,10,5,7,5,5,5,1
사상,1,1,2,1,1,1,7,2
사실상,0,2,9,6,2,3,1,2
사업,4,21,16,12,10,10,7,10
사업부를,0,1,2,0,1,0,1,0
사업부에서,2,1,5,1,4,6,1,2
사업을,2,19,10,15,10,10,9,5
사업이다.,1,5,5,4,3,0,2,5
사용,2,4,3,2,10,4,5,0
사용자,2,1,5,1,4,6,1,2
사용자가,1,2,4,2,2,5,2,2
사용할,3,6,19,4,16,22,6,8
사은,8,0,2,1,2,0,1,0
사은행사도,5,1,1,0,0,1,1,0
사장,1,3,8,3,4,2,2,4
사전,8,0,2,1,2,0,1,0
사전등록을,2,1,2,1,0,0,1,1
사진,5,1,1,0,0,1,1,0
산업,1,17,20,17,6,9,14,8
산업부는,0,6,3,4,4,3,4,0
산업의,1,7,6,6,6,1,4,3
산학협력,0,2,2,5,1,5,4,1
삼성,3,4,8,6,5,4,7,2
삼성디스플레이,11,27,42,26,21,14,24,21
삼성디스플레이는,1,4,14,5,6,3,5,5
삼성디스플레이에,1,3,8,3,4,2,2,4
삼성디스플레이의,2,6,15,7,7,3,5,12
삼성전자,32,95,91,58,57,38,92,77
삼성전자는,7,15,13,8,6,5,14,12
삼성전자에,1,3,7,4,3,1,3,8
삼성전자와,3,2,6,3,8,4,7,3
삼성전자의,1,4,2,1,1,2,6,0
삼성중공업,0,6,3,4,4,3,4,0
삼현은,1,9,5,8,5,5,4,4
상당의,8,0,2,1,2,0,1,0
상반기,1,3,8,3,4,2,2,4
상승,0,6,5,4,3,3,8,0
상승.,0,6,5,4,3,3,8,0
상승세가,1,1,2,1,1,1,7,2
상승하며,1,3,8,3,4,2,2,4
상승한,1,1,2,1,1,1,7,2
상승했다.,0,6,5,4,3,3,8,0
상조업에서,0,1,2,0,1,0,1,0
새로,1,1,2,1,1,1,7,2
새로운,8,15,23,22,42,40,21,13
새롭게,2,1,5,1,4,6,1,2
생산,4,15,24,13,11,4,13,24
생산라인,0,7,7,4,2,2,4,6
생태계,0,3,2,5,3,7,4,1
생후,1,2,2,0,4,3,5,1
샤오미,3,17,17,4,18,0,11,28
샤인,8,0,2,1,2,0,1,0
서버,5,8,4,3,2,2,5,4
서비스,4,6,8,2,6,4,7,5
서비스를,1,5,4,5,7,10,9,2
서울,1,2,2,0,4,3,5,1
서학개미를,6,2,4,1,1,2,5,2
선도사업은,0,6,3,4,4,3,4,0
선물,13,1,3,1,2,1,2,0
선물세트,13,1,3,1,2,1,2,0
선물세트를,13,1,3,1,2,1,2,0
선물을,13,1,3,1,2,1,2,0
선보이는,4,4,15,3,12,21,4,6
선보인,0,8,8,10,11,11,4,1
선보인다.,13,1,3,1,2,1,2,0
선익시스템,1,6,6,4,3,2,4,3
선행개발,1,7,6,6,6,1,4,3
설립된,1,9,5,8,5,5,4,4
설명했다.,1,2,2,0,4,3,5,1
설비,7,2,3,1,2,1,5,0
성공,1,11,9,3,4,5,3,3
성능,2,5,8,3,15,5,6,2
성분이,3,0,3,2,2,2,0,0
성장,5,28,23,23,20,20,25,15
성장도,1,4,4,1,4,0,3,7
성장세를,1,4,4,1,4,0,3,6
세계,0,12,8,9,5,3,5,3
세금,0,0,2,0,1,0,3,1
세액공제,0,6,16,9,5,4,5,7
세제,0,4,7,3,3,1,4,5
세탁기,3,4,6,2,2,1,2,4
세트,13,1,3,1,2,1,2,0
센서,1,9,5,8,5,5,4,4
소개했다.,1,5,3,6,4,5,4,1
소니,0,0,2,0,4,1,1,1
소방단기,7,0,3,1,0,0,1,0
소방단기는,7,0,3,1,0,0,1,0
소부장,1,10,5,7,5,5,5,1
소식,0,6,5,4,3,3,8,0
소음을,0,0,2,0,4,1,1,1
소재,4,12,11,8,7,5,9,9
소통,1,2,5,6,2,1,1,2
소통을,3,8,18,24,8,4,4,7
소포장으로,5,1,1,0,0,1,1,0
소폭,1,3,8,3,4,2,2,4
속도를,0,4,4,5,5,5,2,0
솔루션,1,9,5,8,5,5,4,4
솔루션을,0,4,4,5,5,5,2,0
솔리다임,1,10,5,7,5,5,5,1
솔벤텀은,2,1,5,1,4,6,1,2
솔벤텀코리아,2,3,10,2,8,15,3,4
솔벤텀코리아는,1,2,4,2,2,5,2,2
송풍구,0,1,2,1,2,2,1,1
수급,1,4,2,1,1,2,6,0
수급이,0,6,5,4,3,3,8,0
수요,6,13,10,7,5,4,10,8
수요가,8,10,16,8,7,3,11,12
수요를,5,1,1,0,0,1,1,0
수요예측을,0,8,4,5,2,5,5,1
수익성,7,9,21,5,7,2,8,18
수익성이,1,3,8,3,4,2,2,4
수주,2,16,13,7,6,7,6,6
수주가,1,18,12,5,6,9,3,5
수주를,1,24,17,9,8,10,5,11
수주에는,0,8,5,2,3,4,1,2
수준으로,3,2,6,3,8,4,7,3
수준을,1,1,2,1,1,1,7,2
수준의,1,6,11,7,8,7,4,6
수치로,2,2,3,3,0,2,5,0
순천만국가정원에서는,2,6,4,8,8,14,8,2
순천만국가정원은,2,6,4,8,8,14,8,2
순천만국가정원이,0,3,2,5,3,7,4,1
순천시는,1,5,4,7,6,14,8,2
쉽게,2,4,10,12,4,2,2,4
스마트,6,13,14,18,22,32,23,7
스마트워치,3,4,9,2,4,3,3,1
스마트워치를,3,4,9,2,4,3,3,1
스마트폰,3,17,20,7,19,3,14,23
스마트폰과,0,6,7,6,3,1,3,5
스마트폰용,0,8,5,2,3,4,1,2
스위칭,1,5,5,4,3,0,2,5
스코넥,0,2,2,5,1,5,4,1
스타게이트,0,3,1,2,1,1,6,1
스탠드,0,0,2,0,4,1,1,1
스트레처블,1,2,7,2,2,1,2,5
스팀,2,1,9,7,10,7,4,3
슬라이더블,1,2,7,2,2,1,2,5
슬라이딩,1,2,4,0,7,4,2,3
시가총액,0,3,1,2,1,1,6,1
시간외,0,6,5,4,3,3,8,0
시간을,14,0,6,2,1,0,0,0
시그니처,8,0,2,1,2,0,1,0
시기를,3,5,14,3,11,21,5,6
시노미야,0,0,7,6,10,7,3,2
시리즈,0,4,4,1,4,0,3,6
시리즈를,2,6,13,18,6,3,3,5
시리즈와,1,8,8,1,6,1,6,14
시스템,4,24,17,28,24,38,22,8
시스템은,0,3,2,5,3,7,4,1
시스템이,1,2,2,0,4,3,5,1
시장,15,38,64,32,34,18,36,54
시장에,4,14,14,9,9,8,8,2
시장에서,6,4,12,4,10,4,11,11
시장은,4,9,12,8,8,8,7,2
시절,1,2,3,4,5,3,3,1
시절부터,0,0,2,0,2,0,1,0
시트,1,2,4,0,7,4,2,3
시트는,1,2,4,0,7,4,2,3
식별,0,0,6,6,10,6,2,2
신규,0,7,13,10,12,8,6,8
신동빈,2,2,3,3,0,2,5,0
신뢰성,0,8,4,5,2,5,5,1
신세계,7,3,4,3,0,3,6,0
신속,1,9,5,8,5,5,4,4
신작,1,4,4,1,4,0,3,7
신제품,2,1,5,1,4,6,1,2
신제품은,1,1,5,1,4,7,1,2
신제품이다.,2,1,5,1,4,6,1,2
신청,0,0,2,0,1,0,3,1
신축성,1,2,7,2,2,1,2,5
실내,0,1,2,1,2,2,1,1
실리콘,0,6,5,4,2,1,2,6
실시간,2,9,7,14,12,21,12,3
실적,11,10,8,4,3,4,10,6
실적을,1,3,5,1,2,0,2,9
실제,3,7,11,5,14,6,7,4
실증사업으로,2,6,4,8,8,14,8,2
실증사업을,0,3,2,5,3,7,4,1
썼다.,1,1,2,1,1,1,7,2
아나패스,1,6,6,4,3,2,4,3
아니다.,2,8,10,5,13,5,9,5
아니라,2,3,4,2,6,5,3,1
아닙니다.,1,4,2,1,1,2,6,0
아시아브랜드연구소는,2,2,3,3,0,2,5,0
아이씨디,1,12,13,10,6,3,7,8
아이씨디는,0,6,7,6,3,1,3,5
아이씨디의,0,6,7,6,3,1,3,5
아이템이다.,0,0,2,0,4,1,1,1
아이튠즈,0,0,1,1,1,0,0,0
아이폰,4,17,16,8,21,4,12,17
아이폰 17,4,17,17,7,15,0,11,25
아직,1,2,6,1,2,1,3,7
아카츠키,0,0,3,3,5,3,1,1
아쿠아퓨어,6,8,23,6,17,32,8,10
아키텍트,2,1,2,1,0,0,1,1
아키텍트는,2,1,2,1,0,0,1,1
안경을,3,2,6,3,8,4,7,3
안내,3,11,8,15,14,28,16,4
안드로이드,3,2,6,3,8,4,7,3
안마를,7,0,4,2,0,0,1,1
안마매트,7,0,4,2,0,0,1,1
안마의자,7,0,3,1,1,0,0,0
안마의자와,7,0,4,2,0,0,1,1
안전을,3,5,14,3,11,21,5,6
안전하게,1,18,12,5,6,9,3,5
안정성을,0,8,5,2,3,4,1,2
안정에,7,2,3,1,2,1,5,0
안정적,0,8,6,3,2,2,2,2
안정적인,0,6,7,6,3,1,3,5
안토니아는,4,1,2,1,4,1,2,2
안토니아스,4,1,2,1,4,1,2,2
않고,4,1,2,1,4,1,2,2
않는다.,4,1,2,1,4,1,2,2
않다.,0,4,7,3,3,1,4,5
않았다.,2,4,3,2,10,4,5,0
알려졌다.,0,6,5,4,2,1,2,6
알배기,5,1,1,0,0,1,1,0
앞당겨,7,2,3,1,2,1,5,0
앞두고,13,4,7,2,3,3,10,2
애널리스트는,1,3,5,1,2,0,2,9
애플,20,52,58,24,51,14,43,64
애플과,1,4,4,1,4,0,2,6
애플워치,7,0,3,1,0,0,1,0
애플은,5,6,9,5,18,8,12,3
애플의,3,2,6,3,8,4,7,3
애플이,5,6,9,5,18,8,12,3
애플향,1,4,4,1,4,0,3,7
액상,1,10,5,7,5,5,5,1
앨범,0,0,1,1,1,0,0,0
약과,8,0,2,1,2,0,1,0
양산,1,26,18,8,8,11,5,7
어떤,0,1,5,1,5,1,1,2
어떻게든,1,2,6,1,2,1,3,7
어머니의,4,1,2,1,4,1,2,2
언급,0,6,5,4,3,3,8,0
얼라이언스,0,6,3,4,4,3,4,0
업계,5,12,18,10,17,13,18,11
업계가,0,2,9,6,2,3,1,2
업계에,3,3,8,3,9,4,8,3
업계의,0,4,7,3,3,1,4,5
업그레이드,1,2,5,3,5,2,2,2
업종에,0,6,5,4,3,3,8,0
업체,3,4,9,2,4,3,3,1
업체들의,4,25,28,11,21,1,17,40
업체들이,1,4,4,1,4,0,3,7
업황,1,4,2,1,1,2,6,0
없는,5,3,6,1,11,5,4,5
없을,3,2,6,3,8,4,7,3
에너지,1,2,3,4,5,3,3,1
에너지산업,1,2,3,4,5,3,3,1
에서,3,2,8,2,3,0,6,8
에스테틱,0,1,2,0,1,0,1,0
에어,7,0,4,2,0,0,1,1
엑시머,0,6,5,4,2,1,2,6
엔비디아,1,10,7,5,4,5,14,0
엔트리에,0,0,1,0,3,0,3,1
엘디티,1,6,6,4,3,2,4,3
여성들의,4,1,2,1,4,1,2,2
여성신문,4,1,2,1,4,1,2,2
여전히,3,6,9,3,12,5,8,7
역대,0,6,5,4,3,3,8,0
역사상,1,2,4,0,7,4,2,3
역시,1,6,11,7,3,5,7,2
역임하며,0,6,5,5,1,0,1,3
연결하는,1,10,5,7,5,5,5,1
연결해,0,1,5,1,5,1,1,2
연구,4,4,16,4,14,22,6,7
연구를,0,2,2,5,1,5,4,1
연구원은,11,14,17,5,5,2,11,18
연도별,1,3,8,3,4,2,2,4
연료전지,0,6,5,4,3,3,8,0
연신율,1,2,7,2,2,1,2,5
연휴,39,5,17,6,10,4,14,4
연휴를,6,2,4,1,1,2,5,2
연휴에도,7,0,3,1,0,0,1,0
열린,0,0,1,0,3,0,3,1
영업이익,1,4,2,1,1,2,6,0
영업이익과,1,3,8,3,4,2,2,4
영업이익은,5,8,18,3,5,1,7,21
영업이익을,1,3,8,3,4,2,2,4
영우디에스피,1,6,6,4,3,2,4,3
영우디에스피는,1,6,6,4,3,2,4,3
영우디에스피의,1,6,6,4,3,2,4,3
영향을,1,6,6,4,3,2,4,3
영화,4,1,2,1,4,1,2,2
영화는,4,1,2,1,4,1,2,2
영화다.,4,1,2,1,4,1,2,2
영화로,4,1,2,1,4,1,2,2
영희,4,1,2,1,4,1,2,2
예상된다.,8,10,10,4,4,2,9,12
오는,6,0,2,0,0,0,1,0
오늘의,2,1,2,1,0,0,1,1
오른,0,3,1,2,1,1,6,1
오리콘,0,0,1,1,1,0,0,0
오전,27,0,12,4,1,0,2,1
오포,3,16,16,4,16,0,12,26
오프,0,6,5,4,2,1,2,6
오프라인,33,2,16,5,2,2,7,3
오후,27,0,12,4,1,0,2,1
오히려,3,2,6,1,2,0,4,8
온라인,2,2,3,3,0,2,5,0
올랐다.,0,0,1,1,1,0,0,0
올랐으며,0,0,1,1,1,0,0,0
올마이티,0,0,6,6,10,6,2,2
올해,15,21,47,17,19,8,29,41
와인,8,0,2,1,2,0,1,0
와인스틴의,4,1,2,1,4,1,2,2
완성차,2,16,10,10,9,7,6,8
외국인,2,8,6,7,5,10,17,3
외에,1,2,5,3,5,2,2,2
외에도,1,2,4,0,7,4,2,3
용인,1,5,3,6,4,5,4,1
용인의,1,5,3,6,4,5,4,1
우수상은,0,0,1,1,2,1,2,1
우수한,1,2,5,3,5,2,2,2
우아한,1,2,4,0,7,4,2,3
우주항공,0,8,4,5,2,5,5,1
운영,7,0,3,1,1,0,0,0
운영한다.,6,2,4,1,1,2,5,2
울트라와이드,0,1,5,1,5,1,1,2
웃도는,3,3,7,2,2,0,3,7
웃돌,1,3,5,1,2,0,2,9
원가,3,2,6,1,2,0,4,8
원가율,1,3,8,3,4,2,2,4
원으로,3,3,6,0,1,0,3,7
원을,8,11,13,10,9,7,13,6
원천,1,2,3,4,5,3,3,1
원하는,7,6,16,4,15,22,7,8
월드와이드,0,0,1,1,1,0,0,0
웨어러블의,3,4,9,2,4,3,3,1
웨이브,4,1,2,1,4,1,2,2
위안,0,7,7,4,2,2,4,6
위지트,1,6,6,4,3,2,4,3
위한,22,17,20,18,12,13,18,6
위해,16,21,42,33,21,12,21,27
유가증권시장에서,1,1,2,1,1,1,7,2
유니폼을,0,0,1,0,3,0,3,1
유닛,0,0,1,1,1,0,0,0
유동성,7,2,3,1,2,1,5,0
유비리서치,3,8,13,3,8,3,6,7
유연성을,0,8,8,10,11,11,4,1
유지관리를,2,3,10,2,8,15,3,4
유지를,0,2,9,6,2,3,1,2
유통,1,9,11,14,15,11,6,6
유통기간이,1,2,2,0,4,3,5,1
유통의,1,2,2,0,4,3,5,1
음식물,27,0,12,4,1,0,2,1
응답속도를,0,1,5,1,5,1,1,2
의료기기,1,5,6,4,3,2,5,4
이끌만한,0,6,5,4,3,3,8,0
이날,1,3,7,1,4,0,3,9
이날부터,5,1,1,0,0,1,1,0
이노테크는,0,8,4,5,2,5,5,1
이는,4,22,16,14,20,13,12,8
이니셔티브,0,3,1,2,1,1,6,1
이달의,7,0,3,1,1,0,0,0
이데일리,7,0,4,2,0,0,1,1
이때,0,0,2,0,4,1,1,1
이라고,20,46,52,26,30,12,34,49
이라는,3,7,18,15,8,4,4,8
이라며,1,5,3,6,4,5,4,1
이뤄질,3,2,6,3,8,4,7,3
이를,1,26,20,15,17,20,7,6
이미,4,1,2,1,4,1,2,2
이미징,0,8,8,10,11,11,4,1
이밖에,7,0,4,2,0,0,1,1
이번,13,69,66,49,52,75,46,31
이벤트,7,0,3,1,0,0,1,0
이벤트를,7,0,3,1,0,0,1,0
이북,0,0,2,0,4,1,1,1
이사오의,0,0,6,6,10,6,2,2
이상,16,12,22,13,23,8,15,13
이상반응,1,2,2,0,4,3,5,1
이상반응을,1,2,2,0,4,3,5,1
이상의,8,8,10,11,13,11,5,1
이상일,1,5,3,6,4,5,4,1
이송하는,1,18,12,5,6,9,3,5
이어,2,8,13,5,8,1,7,15
이어가고,0,1,2,0,1,0,1,0
이어받은,0,0,6,6,10,6,2,2
이어지는,1,2,4,0,7,4,2,3
이어질,11,16,13,8,6,7,18,6
이용권,7,0,3,1,0,0,1,0
이월기간,0,2,9,6,2,3,1,2
이유다.,1,3,7,4,3,1,3,8
이율예는,0,0,2,0,2,0,1,0
이율예의,0,0,2,0,2,0,1,0
이재용,2,2,3,3,0,2,5,0
이재현,2,2,3,3,0,2,5,0
이전에,7,2,3,1,2,1,5,0
이지픽업,5,1,1,0,0,1,1,0
이하의,8,0,2,1,2,0,1,0
이후,2,21,23,8,15,11,9,10
인덱스,2,2,3,3,0,2,5,0
인도는,3,4,6,2,2,1,2,4
인도법인,3,4,6,2,2,1,2,4
인수,0,1,2,0,1,0,1,0
인수하기로,0,1,2,0,1,0,1,0
인증,10,3,12,3,7,12,4,4
인증을,1,2,4,2,2,5,2,2
인천,1,2,2,0,4,3,5,1
인터랙션,1,2,4,0,7,4,2,3
인터플렉스가,1,5,6,4,3,2,5,4
인터플렉스는,1,5,6,4,3,2,5,4
인테리어,1,2,4,0,7,4,2,3
인테리어를,1,2,4,0,7,4,2,3
인텔,1,10,5,7,5,5,5,1
인하,1,1,2,1,1,1,7,2
일각에서는,3,2,6,3,8,4,7,3
일렉트릭은,1,2,4,0,7,4,2,3
일본,0,0,1,1,1,0,0,0
일부,0,6,5,4,3,3,8,0
일자리,1,5,3,6,4,5,4,1
일자리가,1,5,3,6,4,5,4,1
일하는,4,1,2,1,4,1,2,2
읽을,0,0,2,0,4,1,1,1
잃어버린,1,3,8,3,4,2,2,4
입지,3,2,6,3,8,4,7,3
입지를,1,15,11,8,9,5,5,5
잇따라,0,1,2,0,1,0,1,0
있게,3,10,21,19,12,9,6,10
있고,1,5,3,6,4,5,4,1
있는,30,52,89,56,62,51,55,44
있다,7,15,19,14,13,11,12,13
있다.,99,169,221,142,168,139,160,113
있다는,10,14,15,11,14,11,17,6
있다면,0,1,5,1,5,1,1,2
있도록,0,8,8,10,11,11,4,1
있어,2,3,9,2,7,13,3,4
있었다.,2,4,3,2,10,4,5,0
있으며,2,17,12,19,16,18,13,7
있으면,0,1,5,1,5,1,1,2
있을,2,7,5,6,8,8,9,2
있지만,6,2,4,1,1,2,5,2
자금,7,2,3,1,2,1,5,0
자동차,4,28,22,20,18,10,15,15
자율주행,1,9,5,8,5,5,4,4
자이언트스텝,0,2,2,5,1,5,4,1
자재,7,2,3,1,2,1,5,0
자체를,0,4,7,3,3,1,4,5
작용하고,1,4,2,1,1,2,6,0
작용했다.,1,3,8,3,4,2,2,4
작은,1,2,5,3,5,2,2,2
작전,0,0,7,6,10,7,3,2
잘못,1,2,2,0,4,3,5,1
잠실야구장을,0,0,0,0,3,1,0,1
장비,4,70,53,41,28,27,27,32
장비는,0,6,7,6,3,1,3,5
장비다.,0,6,5,4,2,1,2,6
장비를,0,12,12,10,5,2,5,11
장으로,0,3,2,5,3,7,4,1
장중,2,5,4,2,2,3,13,2
장치로,0,8,5,2,3,4,1,2
재도전,1,10,5,7,5,5,5,1
재목이,0,0,2,0,2,0,1,0
재무,1,4,2,1,1,2,6,0
재판매,5,1,1,0,0,1,1,0
재팬,0,0,1,1,1,0,0,0
적극,6,2,4,1,1,2,5,2
적용된,2,4,3,2,10,4,5,0
적용해,0,0,2,0,4,1,1,1
적자가,0,2,9,6,2,3,1,2
전공생들은,0,2,2,5,1,5,4,1
전기,1,9,5,8,5,5,4,4
전기차,1,7,5,2,4,2,2,4
전년,9,8,19,3,5,0,10,22
전동식,1,2,4,0,7,4,2,3
전동화,1,9,5,8,5,5,4,4
전략을,0,7,5,4,5,3,5,0
전략이,2,2,3,3,0,2,5,0
전략적,1,4,2,1,1,2,6,0
전략회의,0,6,3,4,4,3,4,0
전력,1,9,9,9,9,6,4,6
전망,3,3,6,0,1,0,3,7
전망했다.,1,1,2,1,1,1,7,2
전면,2,4,3,2,10,4,5,0
전문,7,0,3,1,0,0,1,0
전문가,0,2,9,6,2,3,1,2
전문직,0,0,2,0,1,0,3,1
전에,4,1,2,1,4,1,2,2
전용,0,0,6,6,10,6,2,2
전일,1,10,7,5,4,5,14,0
전자,0,6,5,4,2,1,2,6
전작과,3,2,6,3,8,4,7,3
전장,2,16,10,10,9,7,6,8
전체,1,5,5,4,3,0,2,5
전했다.,0,0,0,0,3,1,0,1
전후공정,0,8,5,2,3,4,1,2
절감,3,2,6,1,2,0,4,8
절감을,3,2,6,1,2,0,4,8
절세,0,0,2,0,1,0,3,1
점유율은,3,2,6,1,2,0,4,8
점유율을,1,3,7,4,3,1,3,8
점이다.,2,8,10,5,13,5,9,5
접종,1,2,2,0,4,3,5,1
접종자가,1,2,2,0,4,3,5,1
접종하는,1,2,2,0,4,3,5,1
정규시즌,0,0,1,0,1,1,1,1
정도,0,1,5,1,5,1,1,2
정밀,1,7,6,6,6,1,4,3
정보를,1,2,2,0,4,3,5,1
정상,6,2,4,1,1,2,5,2
정상에,0,0,1,1,1,0,0,0
정수,6,8,23,6,17,32,8,10
정수연,0,2,9,6,2,3,1,2
정식,0,0,6,6,10,6,2,2
정용진,2,2,3,3,0,2,5,0
정원,3,11,8,15,14,28,16,4
정원으로,3,8,6,10,11,21,12,3
정원을,0,3,2,5,3,7,4,1
정원의,2,6,4,8,8,14,8,2
정책,1,5,3,6,4,5,4,1
정책을,1,5,3,6,4,5,4,1
정철동,2,5,15,5,6,3,4,9
제공,5,1,1,0,0,1,1,0
제공하는,2,6,4,8,8,14,8,2
제공한다.,23,12,25,14,22,21,9,6
제공할,3,5,14,3,11,21,5,6
제기된다.,3,2,6,3,8,4,7,3
제도를,0,0,2,0,1,0,3,1
제도의,0,4,7,3,3,1,4,5
제도적,0,6,16,9,5,4,5,7
제시한,1,2,3,4,5,3,3,1
제시했다.,3,3,7,2,2,0,3,7
제약사를,1,2,2,0,4,3,5,1
제어기,1,9,5,8,5,5,4,4
제이엘케이,1,10,7,3,3,5,2,3
제작,0,2,2,5,1,5,4,1
제작해,1,2,5,6,2,1,1,2
제조,3,20,20,17,15,11,11,10
제품,0,8,4,5,2,5,5,1
제품은,4,5,15,4,8,12,6,11
제품을,2,9,8,6,9,5,5,5
제휴처,2,1,2,1,0,0,1,1
조금,2,4,3,2,10,4,5,0
조기,7,2,3,1,2,1,5,0
조립,1,18,12,5,6,9,3,5
조명,0,0,2,0,4,1,1,1
조선,0,6,5,4,3,3,8,0
조절,0,0,2,0,4,1,1,1
조절이,1,2,4,0,7,4,2,3
조치를,0,0,1,0,0,0,2,0
조희제,0,1,6,2,2,1,3,1
종합소득세,0,0,2,0,1,0,3,1
좋다.,0,1,5,1,5,1,1,2
좋아할,1,2,3,4,5,3,3,1
좋은,1,5,3,6,4,5,4,1
주가,2,13,7,9,6,7,10,4
주가는,1,4,2,1,1,2,6,0
주는,0,0,2,0,4,1,1,1
주름,3,0,3,2,2,2,0,0
주목된다.,3,2,6,3,8,4,7,3
주사율과,0,1,5,1,5,1,1,2
주식,6,2,4,1,1,2,5,2
주식을,6,2,4,1,1,2,5,2
주요,26,67,58,40,40,37,48,42
주인공,4,1,2,1,4,1,2,2
주제로,1,5,3,6,4,5,4,1
주행,1,2,4,0,7,4,2,3
준비했다.,5,1,1,0,0,1,1,0
중국,10,54,62,27,39,7,35,74
중국은,0,2,9,6,2,3,1,2
중국의,3,6,13,4,5,1,8,13
중소,7,2,3,1,2,1,5,0
중소형,1,3,8,3,4,2,2,4
중심으로,2,4,10,12,4,2,2,4
중심의,0,2,2,5,1,5,4,1
중앙,1,7,5,2,4,2,2,4
중이다.,1,19,11,13,8,7,13,8
중이며,3,4,6,2,2,1,2,4
중인,1,10,5,7,5,5,5,1
증가로,5,8,4,3,2,2,5,4
증강현실,3,11,8,15,14,28,16,4
증시,6,2,4,1,1,2,5,2
증시가,6,2,4,1,1,2,5,2
증정,8,0,2,1,2,0,1,0
증정한다.,7,0,3,1,0,0,1,0
지그,1,10,7,3,3,5,2,3
지급한다.,7,2,3,1,2,1,5,0
지급할,7,2,3,1,2,1,5,0
지난,9,14,29,14,17,10,18,15
지난달,6,2,4,1,1,2,5,2
지난해,7,12,21,6,21,9,17,13
지능형,1,9,5,8,5,5,4,4
지도,2,9,6,13,11,21,12,3
지붕,1,2,3,4,5,3,3,1
지속,0,6,5,4,3,3,8,0
지수,1,1,2,1,1,1,7,2
