term,cur,prev,diff,ma7,z_like,total,date
lg디스플레이,20,2,18,3.857,5.446,72,2025-10-31
lg화학,5,0,5,0.857,2.151,7,2025-10-31
공급망,3,0,3,0.429,1.554,13,2025-10-31
intel,1,0,1,0.143,0.622,1,2025-10-31
스마트워치,1,1,0,0.286,0.465,2,2025-10-31
양산,1,0,1,0.571,0.244,10,2025-10-31
카카오,1,1,0,0.571,0.244,7,2025-10-31
메타,1,1,0,0.714,0.155,6,2025-10-31
hp,1,1,0,0.857,0.074,8,2025-10-31
oled,8,11,-3,7.857,0.038,150,2025-10-31
삼성전자,20,15,5,20.857,-0.154,289,2025-10-31
amd,2,1,1,2.857,-0.319,26,2025-10-31
엔비디아,2,18,-16,2.857,-0.319,28,2025-10-31
구글,1,1,0,1.857,-0.363,26,2025-10-31
디스플레이,3,9,-6,4.143,-0.377,88,2025-10-31
노트북,1,4,-3,2.0,-0.414,20,2025-10-31
xr,1,7,-6,6.714,-1.591,80,2025-10-31
lg전자,38,0,38,10.0,6.727,163,2025-11-01
엔비디아,45,2,43,13.714,6.652,104,2025-11-01
삼성디스플레이,19,0,19,3.143,5.719,41,2025-11-01
lg디스플레이,23,20,3,7.429,4.18,87,2025-11-01
저비용,9,0,9,1.286,3.615,11,2025-11-01
아마존,13,0,13,3.143,3.555,22,2025-11-01
애플,17,0,17,6.286,3.055,174,2025-11-01
amd,8,2,6,1.714,2.722,35,2025-11-01
모니터,7,0,7,1.714,2.289,52,2025-11-01
현대차,8,0,8,2.429,2.178,35,2025-11-01
노트북,9,1,8,3.143,2.112,34,2025-11-01
공급망,7,3,4,2.0,2.071,23,2025-11-01
사이니지,4,0,4,0.571,1.953,5,2025-11-01
oled,17,8,9,9.714,1.77,196,2025-11-01
lg화학,6,5,1,1.857,1.753,15,2025-11-01
삼성전자,34,20,14,24.0,1.695,404,2025-11-01
nvidia,3,0,3,0.571,1.383,4,2025-11-01
uhd,2,0,2,0.286,1.117,2,2025-11-01
소니,2,0,2,0.286,1.117,4,2025-11-01
tv,10,0,10,6.571,0.962,107,2025-11-01
아이폰,3,0,3,1.143,0.898,50,2025-11-01
디스플레이,10,3,7,6.857,0.869,106,2025-11-01
sk하이닉스,4,0,4,2.0,0.828,40,2025-11-01
asus,2,0,2,0.571,0.814,6,2025-11-01
hp,3,1,2,1.286,0.803,14,2025-11-01
asp,1,0,1,0.143,0.622,2,2025-11-01
갤럭시북,1,0,1,0.143,0.622,1,2025-11-01
스마트폰,4,0,4,2.429,0.614,43,2025-11-01
화웨이,2,0,2,0.857,0.593,10,2025-11-01
ar,1,0,1,0.286,0.465,16,2025-11-01
현대모비스,2,0,2,1.143,0.414,21,2025-11-01
벤츠,1,0,1,0.429,0.345,5,2025-11-01
아이패드,2,0,2,1.286,0.335,38,2025-11-01
메타,1,1,0,0.714,0.155,8,2025-11-01
한화솔루션,1,0,1,0.857,0.074,6,2025-11-01
모바일,1,0,1,1.143,-0.069,15,2025-11-01
xr,4,1,3,4.857,-0.268,99,2025-11-01
레노버,1,0,1,3.0,-0.732,25,2025-11-01
ar,3,1,2,0.714,1.239,19,2025-11-02
현대모비스,3,2,1,1.571,0.634,24,2025-11-02
vr,1,0,1,0.143,0.622,3,2025-11-02
샤오미,1,0,1,0.143,0.622,7,2025-11-02
nvidia,2,3,-1,0.857,0.593,6,2025-11-02
갤럭시북,1,1,0,0.286,0.465,2,2025-11-02
모니터,3,7,-4,2.143,0.348,51,2025-11-02
구글,2,0,2,1.571,0.19,33,2025-11-02
엔비디아,17,45,-28,16.143,0.171,121,2025-11-02
태블릿,1,0,1,0.714,0.155,17,2025-11-02
메타,1,1,0,0.857,0.074,9,2025-11-02
고성능,1,0,1,1.0,0.0,22,2025-11-02
amd,2,8,-6,2.0,0.0,37,2025-11-02
현대차,2,8,-6,2.714,-0.27,37,2025-11-02
sk하이닉스,1,4,-3,2.0,-0.414,40,2025-11-02
