cluster_id,keywords
0,"매출, 판매, 소비자"
1,"제조, 미국, 개발, 설계, 솔루션, 공장, 생산, 환경, 정보, 전기차, 유럽, 현대차, 소재, 자동차, 이용, 분석, 산업용, 항공, 계획, 작업, 예정, 시스템, 플랫폼, 회사"
2,"애플, 스마트폰, 아이폰"
3,"효율, 품질"
4,"중국, 대만"
5,"구글, 엔비디아, 티맵, 게임, 소니, 미디어, 대형, 실시간, 고성능, 핵심, 풀무원푸드앤컬처, 경찰, 연세대, 총재, 자율주행, 추가, 설립, 공정, 집중, 신규, 디자, 수익, 전력, 변화, 연결, 전환, 위해, 확장, 도입, 탑재, 영역, 사이, 신뢰, 오디오, 일부, 역량, 때문, 등에, 인식, 인기, 많은, 비전, 출시, 카메라"
6,"모니터, 반도체, 갤럭시"
7,노트북
