term,cur,prev,diff,ma7,z_like,total,date
디스플레이,31,11,20,12.143,4.205,280,2026-01-16
벤츠,7,0,7,1.286,2.678,22,2026-01-16
선익시스템,5,0,5,0.714,2.323,10,2026-01-16
tsmc,5,0,5,1.286,1.741,19,2026-01-16
화웨이,2,0,2,0.286,1.117,22,2026-01-16
oled,16,3,13,11.286,1.081,475,2026-01-16
ar,3,0,3,1.0,1.0,27,2026-01-16
tv,14,7,7,10.0,0.961,377,2026-01-16
lcd,4,1,3,2.143,0.754,33,2026-01-16
모니터,9,4,5,6.714,0.636,221,2026-01-16
bmw,1,0,1,0.143,0.622,22,2026-01-16
boe,1,0,1,0.143,0.622,27,2026-01-16
huawei,1,0,1,0.143,0.622,2,2026-01-16
merck,1,0,1,0.143,0.622,2,2026-01-16
설비투자,1,0,1,0.143,0.622,2,2026-01-16
apple,1,0,1,0.286,0.465,2,2026-01-16
고성능,1,0,1,0.286,0.465,18,2026-01-16
고효율,1,1,0,0.286,0.465,3,2026-01-16
아이폰,3,0,3,2.143,0.348,75,2026-01-16
애플,9,6,3,7.857,0.301,168,2026-01-16
삼성디스플레이,3,0,3,2.286,0.284,163,2026-01-16
모바일,1,1,0,0.571,0.244,63,2026-01-16
하이센스,1,0,1,0.857,0.074,24,2026-01-16
양산,1,1,0,0.857,0.074,28,2026-01-16
sk하이닉스,2,2,0,1.857,0.06,38,2026-01-16
폴더블,2,1,1,2.286,-0.114,84,2026-01-16
xr,2,4,-2,2.286,-0.114,58,2026-01-16
태블릿,1,0,1,1.286,-0.134,13,2026-01-16
lg디스플레이,2,2,0,2.429,-0.168,134,2026-01-16
amd,1,1,0,1.571,-0.254,36,2026-01-16
스마트폰,4,1,3,5.143,-0.35,92,2026-01-16
엔비디아,2,0,2,3.429,-0.501,89,2026-01-16
인텔,2,12,-10,3.571,-0.544,51,2026-01-16
hp,1,1,0,3.429,-0.852,49,2026-01-16
구글,1,3,-2,3.571,-0.89,52,2026-01-16
갤럭시,2,3,-1,5.0,-0.927,79,2026-01-16
노트북,2,5,-3,5.143,-0.962,111,2026-01-16
삼성전자,6,6,0,11.0,-1.158,533,2026-01-16
레노버,1,1,0,6.0,-1.449,104,2026-01-16
기아,1,0,1,7.429,-1.726,60,2026-01-16
lg전자,6,32,-26,16.0,-2.0,368,2026-01-16
애플,13,9,4,8.286,1.215,171,2026-01-17
lg디스플레이,5,2,3,2.571,0.933,122,2026-01-17
tsmc,3,5,-2,1.571,0.634,22,2026-01-17
asus,1,0,1,0.143,0.622,9,2026-01-17
노키아,1,0,1,0.143,0.622,1,2026-01-17
맥북,1,0,1,0.143,0.622,8,2026-01-17
벤큐,1,0,1,0.143,0.622,8,2026-01-17
수율,1,0,1,0.143,0.622,1,2026-01-17
