date,types,title,url,org
2026-01-15,"CERT,LAUNCH","에이서, 1000Hz '프레데터 XB273U F6' 포함 모니터 신제품 공개",https://www.cnet.co.kr/view/?no=20260115094309,"AMD, Acer"
2026-01-15,"INVEST,LAUNCH,ORDER,PARTNERSHIP",[주식마감] '로봇주 강세 지속' 포스코DX·한국피아이엠·나우로보틱스...,https://www.ggilbo.com/news/articleView.html?idxno=1136181,"LG전자, 기아, 삼성전자, 한화솔루션, 현대모비스"
2026-01-15,LAUNCH,반도체와는 다른 디스플레이 기판의 세계... 플라스틱·실리콘이 '첨단...,https://www.hankookilbo.com/News/Read/A2026011416370003449?did=NA,Unknown
2026-01-15,"INVEST,ORDER","[기업탐방] 선익시스템, BOE 8.6세대 OLED 수주로 실적 '급가속'",http://theviewers.co.kr/View.aspx?No=3924255,"BOE, 메타, 선익시스템, 애플"
2026-01-14,"CERT,INVEST,LAUNCH,REGUL",[AT 산업 단신] LG전자·대한전선·하만·한화비전·한국엡손,https://www.asiatime.co.kr/article/20260114500351,"Harman, LG전자"
2026-01-15,"CERT,INVEST,LAUNCH,ORDER",[GAM] 인텔 52주 최고가 ① 미 정부 지원과 파운드리 사업 개선 기대,https://www.newspim.com/news/view/20260116000002,"AMD, 마이크로소프트, 애플, 엔비디아, 인텔"
2026-01-14,"LAUNCH,REGUL","[휴머노이드 대격전②] '초격차' 美, '대중화' 中, '표준화' EU…한국의...",https://www.newsworks.co.kr/news/articleView.html?idxno=827077,"AMD, TCL, 삼성전자, 엔비디아, 현대자동차"
2026-01-15,"CERT,LAUNCH,PARTNERSHIP","VESA, DP AE v1.1 규격·실행 에뮬레이터 정식 공개",https://www.itbiznews.com/news/articleView.html?idxno=201596,"LG전자, LG화학, SK하이닉스, 퀄컴, 현대모비스"
2026-01-16,"CERT,INVEST,ORDER,REGUL","반도체 장비 관련주, '봄꽃만개' 그린광학·러셀·HPSP·라온테크... '시...",http://www.finomy.com/news/articleView.html?idxno=247904,"Jusung, LG전자, SK하이닉스, TSMC, 기아, 삼성전자, 원익IPS, 인텔, 퀄컴, 한미반도체, 화웨이"
2026-01-16,INVEST,"서울공대 재료공학부 이태우 교수팀, 세계 최고 효율과 상업화 수준 동...",http://www.veritas-a.com/news/articleView.html?idxno=594507,KAIST
2026-01-16,LAUNCH,"현장에서 직접 확인한 돌비 비전 2, 무엇이 달라졌나",https://www.itworld.co.kr/article/4117764/현장에서-직접-확인한-돌비-비전-2-무엇이-달라졌나.html,소니
2026-01-16,"INVEST,LAUNCH,PARTNERSHIP,REGUL",[Who Is ?] 김정아 이노션 대표이사,https://www.businesspost.co.kr/BP?command=article_view&num=427016,"구글, 기아, 기아자동차, 네이버, 카카오, 현대모비스, 현대자동차"
2026-01-16,"CERT,LAUNCH",'메타버스 몰락' 메타의 반전? 미국서 대박난 스마트 안경 [스프],https://news.sbs.co.kr/news/endPage.do?news_id=N1008405707&plink=ORI&cooper=NAVER,"구글, 메타, 애플"
2026-01-17,LAUNCH,"XR 새 격전지로 떠오른  AI  안경, 게임체인저 될 수 있을까[테크트렌드]",https://magazine.hankyung.com/business/article/202601089521b,"구글, 메타, 샤오미, 애플"
2026-01-18,LAUNCH,"삼성, 美 NRF 참가…'스페이셜 사이니지·XR' 앞세워 북미 리테일 공략 ...",https://www.theguru.co.kr/news/article.html?no=96987,삼성전자
2026-01-18,"CERT,INVEST,LAUNCH,PARTNERSHIP","[CES 2026 참여기업 좌담회] ""중국 미래만 보여...그나마 한국이 견제""",https://zdnet.co.kr/view/?no=20260118160930,"TCL, 엔비디아, 현대자동차"
2026-01-19,LAUNCH,"韓  OLED 의 힘, 애플 점유율 더 커졌다",https://www.etnews.com/20260119000301,"JDI, LG디스플레이, 삼성디스플레이, 애플"
2026-01-19,"LAUNCH,PARTNERSHIP,REGUL","[카드뉴스] CES 2026 결산, 현실로 들어온 AI를 마주하다",http://www.sisunnews.co.kr/news/articleView.html?idxno=233583,"AMD, 아마존, 엔비디아, 하이센스"
2026-01-20,"CERT,LAUNCH","한국레노버, 크리에이터·게이머 맞춤형 프리미엄 모니터 2종 출시",http://www.m-i.kr/news/articleView.html?idxno=1327199,"AMD, 레노버, 소니"
2026-01-20,"INVEST,PARTNERSHIP",'중국의 삼성' 목표로 설립 … 韓 LCD  기술 베낀 BOE 닮은꼴,https://www.mk.co.kr/article/11938167,"BOE, HP, SK하이닉스, 삼성디스플레이, 삼성전자"
2026-01-21,"INVEST,PARTNERSHIP","""소니 껍데기 쓴 TCL의 공습""… 삼성·LG, '프리미엄 TV' 독주 체제 흔들...",https://www.ddaily.co.kr/page/view/2026012110181267708,"CSOT, LG디스플레이, TCL, 삼성디스플레이, 삼성전자, 소니"
2026-01-20,"CERT,INVEST,LAUNCH",삼성·LG가 라스베이거스에서 시작한 프리미엄 TV 빅매치 열린다,https://www.econovill.com/news/articleView.html?idxno=726367,"LG전자, TCL, 삼성전자, 하이센스"
2026-01-21,"CERT,LAUNCH,ORDER,PARTNERSHIP,REGUL",[AT 산업 단신] 삼성전자·LG전자· 삼성디스플레이,https://www.asiatime.co.kr/article/20260121500291,"LG전자, 삼성디스플레이, 삼성전자"
2026-01-21,LAUNCH,"""저녁 먹자"" 카톡 읽고 식당 예약 … AI안경이 알아서 척척",https://www.mk.co.kr/article/11939101,"TCL, 구글, 메타, 샤오미, 애플, 퀄컴"
