term,cur,prev,diff,total,ma7,z_like
tv,13,14,-1,277,12.714,0.063
애플,12,14,-2,175,6.714,1.472
lg전자,12,4,8,269,7.143,1.323
삼성전자,12,10,2,535,20.714,-1.57
올레드,11,0,11,47,1.571,4.184
디스플레이,10,15,-5,177,6.429,1.01
xr,10,38,-28,151,9.143,0.213
인텔,7,1,6,55,1.857,2.177
노트북,7,6,1,116,4.429,0.828
모니터,5,0,5,160,1.429,1.627
모바일,4,0,4,27,1.143,1.381
갤럭시,4,2,2,51,1.571,1.078
sk하이닉스,4,3,1,53,1.857,0.907
ar,4,3,1,32,2.0,0.828
양산,3,3,0,49,0.857,1.113
구글,3,2,1,83,1.857,0.484
스마트폰,3,4,-1,82,2.857,0.053
엔비디아,3,5,-2,226,3.714,-0.244
oled,3,6,-3,291,4.429,-0.46
bmw,2,1,1,14,0.857,0.593
tcl,2,3,-1,27,1.286,0.335
아이폰,2,8,-6,53,2.429,-0.168
게이밍모니터,1,0,1,13,0.143,0.622
asus,1,0,1,11,0.143,0.622
올레드tv,1,0,1,3,0.143,0.622
fhd,1,0,1,2,0.143,0.622
hud,1,0,1,2,0.143,0.622
고효율,1,0,1,2,0.143,0.622
울트라와이드,1,0,1,1,0.143,0.622
저비용,1,0,1,1,0.143,0.622
비보,1,0,1,5,0.286,0.465
화웨이,1,0,1,15,0.429,0.345
벤큐,1,0,1,6,0.429,0.345
카카오,1,0,1,15,0.571,0.244
lcd,1,0,1,10,0.714,0.155
tsmc,1,0,1,19,0.857,0.074
퀄컴,1,5,-4,45,1.0,0.0
공급망,1,2,-1,46,1.429,-0.195
boe,1,6,-5,36,1.714,-0.309
삼성디스플레이,1,17,-16,65,2.571,-0.604
폴더블,1,10,-9,69,3.429,-0.852
lg디스플레이,1,3,-2,94,4.286,-1.07
