term,cur,prev,diff,ma7,z_like,total
레노버,7,0,7,1.429,2.538,45
디스플레이,12,18,-6,6.857,1.421,155
고성능,1,0,1,0.143,0.622,24
태블릿,1,0,1,0.143,0.622,17
양산,2,1,1,0.857,0.593,12
bmw,1,1,0,0.286,0.465,11
폴더블,5,5,0,4.429,0.184,81
삼성디스플레이,1,1,0,0.714,0.155,38
샤오미,1,2,-1,1.0,0.0,27
갤럭시,3,11,-8,5.286,-0.693,98
xr,2,15,-13,4.286,-0.744,135
lg전자,1,3,-2,3.429,-0.852,201
삼성전자,4,7,-3,8.143,-1.075,516
벤츠,3,32,-29,7.286,-1.159,87
oled,1,6,-5,4.857,-1.204,232
애플,1,3,-2,5.0,-1.236,224
엔비디아,1,6,-5,6.0,-1.449,180
