term,cur,prev,diff,total,ma7,z_like
갤럭시,19,2,17,79,4.429,4.694
구글,14,2,12,55,3.143,3.916
알파벳,10,0,10,12,1.571,3.74
lcd,8,0,8,53,1.857,2.6
레노버,17,0,17,110,9.857,1.725
amd,6,1,5,34,2.143,1.565
lg디스플레이,8,0,8,139,4.857,0.981
아이폰,4,1,3,80,1.857,0.907
sk하이닉스,3,1,2,35,1.286,0.803
미디어텍,1,0,1,2,0.143,0.622
카카오,1,0,1,15,0.143,0.622
galaxy,1,0,1,3,0.286,0.465
오포,1,0,1,5,0.286,0.465
태블릿,1,0,1,7,0.286,0.465
롤러블,1,0,1,4,0.571,0.244
tsmc,1,1,0,13,0.714,0.155
메타,1,0,1,12,0.857,0.074
폴더블,4,1,3,85,4.0,0.0
인텔,3,3,0,33,3.0,0.0
고성능,1,0,1,18,1.0,0.0
엔비디아,5,1,4,81,6.143,-0.329
모바일,1,1,0,82,2.857,-0.69
퀄컴,1,1,0,32,3.143,-0.773
