term,cur,prev,diff,total,ma7,z_like
구글,14,8,6,62,3.571,3.609
삼성전자,9,35,-26,657,19.286,-1.908
노트북,7,7,0,132,4.0,1.0
파나소닉,5,0,5,5,0.714,2.323
갤럭시,5,3,2,66,2.286,1.081
엔비디아,5,4,1,95,2.857,0.797
oled,5,20,-15,365,8.571,-0.909
4k,4,4,0,19,1.286,1.272
디스플레이,4,3,1,242,2.571,0.549
xr,4,4,0,115,2.714,0.486
스마트폰,4,8,-4,92,2.714,0.486
모니터,4,2,2,81,4.286,-0.093
tv,4,11,-7,436,6.143,-0.616
lg디스플레이,3,1,2,116,2.143,0.348
인텔,3,5,-2,58,2.714,0.108
애플,3,7,-4,235,7.286,-1.159
8k,2,0,2,4,0.286,1.117
ltpo,2,0,2,6,0.571,0.814
sk하이닉스,2,2,0,44,0.714,0.697
lcd,2,0,2,14,0.857,0.593
공급망,2,2,0,53,2.286,-0.114
메타,1,0,1,24,0.143,0.622
양산,1,0,1,23,0.143,0.622
알파벳,1,0,1,6,0.143,0.622
패드,1,0,1,3,0.143,0.622
hdr,1,0,1,2,0.143,0.622
inspection,1,0,1,1,0.143,0.622
resolution,1,0,1,1,0.143,0.622
bmw,1,0,1,9,0.286,0.465
샤오미,1,0,1,9,0.286,0.465
현대모비스,1,1,0,4,0.286,0.465
픽셀,1,0,1,3,0.286,0.465
ppi,1,1,0,2,0.286,0.465
proart,1,0,1,2,0.286,0.465
선익시스템,1,2,-1,10,0.429,0.345
벤츠,1,0,1,55,0.571,0.244
태블릿,1,0,1,18,0.571,0.244
레노버,1,3,-2,36,0.714,0.155
boe,1,2,-1,14,0.857,0.074
기아,1,0,1,29,1.0,0.0
삼성디스플레이,1,2,-1,88,1.429,-0.195
lg전자,1,10,-9,199,6.857,-1.619
