term,cur,prev,diff,total,ma7,z_like
파나소닉,5,0,5,5,0.714,2.323
8k,2,0,2,4,0.286,1.117
갤럭시,5,3,2,66,2.286,1.081
ltpo,2,0,2,6,0.571,0.814
sk하이닉스,2,2,0,44,0.714,0.697
inspection,1,0,1,1,0.143,0.622
resolution,1,0,1,1,0.143,0.622
hdr,1,0,1,2,0.143,0.622
패드,1,0,1,3,0.143,0.622
알파벳,1,0,1,6,0.143,0.622
양산,1,0,1,23,0.143,0.622
메타,1,0,1,24,0.143,0.622
lcd,2,0,2,14,0.857,0.593
디스플레이,4,3,1,242,2.571,0.549
ppi,1,1,0,2,0.286,0.465
proart,1,0,1,2,0.286,0.465
픽셀,1,0,1,3,0.286,0.465
현대모비스,1,1,0,4,0.286,0.465
bmw,1,0,1,9,0.286,0.465
샤오미,1,0,1,9,0.286,0.465
lg디스플레이,3,1,2,116,2.143,0.348
태블릿,1,0,1,18,0.571,0.244
벤츠,1,0,1,55,0.571,0.244
기아,1,0,1,29,1.0,0.0
모니터,4,2,2,81,4.286,-0.093
공급망,2,2,0,53,2.286,-0.114
