term,cur,prev,diff,total,ma7,z_like
아이폰,29,46,-17,211,15.0,2.873
애플,23,42,-19,384,19.714,0.604
폴더블,20,28,-8,281,14.286,1.196
디스플레이,10,10,0,220,6.143,1.109
모니터,8,4,4,174,4.714,1.036
레노버,8,18,-10,131,7.714,0.076
lg전자,8,8,0,329,10.714,-0.635
4k,7,0,7,13,1.0,3.0
tv,5,10,-5,224,7.0,-0.549
xr,4,2,2,74,2.714,0.486
갤럭시,4,3,1,121,3.0,0.366
공급망,3,3,0,45,2.857,0.053
엔비디아,3,1,2,200,5.0,-0.618
oled,3,9,-6,327,6.714,-1.034
고성능,2,2,0,9,0.714,0.697
apple,2,0,2,7,0.714,0.697
노트북,2,2,0,127,4.714,-0.856
삼성전자,2,5,-3,511,9.857,-1.898
asus,1,0,1,19,0.143,0.622
vr,1,0,1,12,0.143,0.622
에어팟,1,0,1,3,0.143,0.622
csot,1,0,1,2,0.143,0.622
iphone,1,0,1,1,0.143,0.622
ppi,1,1,0,8,0.286,0.465
현대모비스,1,1,0,8,0.429,0.345
etri,1,1,0,3,0.429,0.345
퀄컴,1,0,1,23,0.571,0.244
boe,1,2,-1,22,0.857,0.074
ar,1,1,0,59,1.286,-0.134
구글,1,0,1,76,1.714,-0.309
tcl,1,2,-1,69,1.714,-0.309
샤오미,1,1,0,50,3.429,-0.852
스마트폰,1,4,-3,96,3.857,-0.964
화웨이,1,1,0,44,4.0,-1.0
