term,cur,prev,diff,total,ma7,z_like
4k,7,0,7,13,1.0,3.0
apple,2,0,2,7,0.714,0.697
고성능,2,2,0,9,0.714,0.697
iphone,1,0,1,1,0.143,0.622
csot,1,0,1,2,0.143,0.622
에어팟,1,0,1,3,0.143,0.622
vr,1,0,1,12,0.143,0.622
asus,1,0,1,19,0.143,0.622
xr,4,2,2,74,2.714,0.486
ppi,1,1,0,8,0.286,0.465
갤럭시,4,3,1,121,3.0,0.366
etri,1,1,0,3,0.429,0.345
현대모비스,1,1,0,8,0.429,0.345
퀄컴,1,0,1,23,0.571,0.244
공급망,3,3,0,45,2.857,0.053
ar,1,1,0,59,1.286,-0.134
구글,1,0,1,76,1.714,-0.309
엔비디아,3,1,2,200,5.0,-0.618
샤오미,1,1,0,50,3.429,-0.852
노트북,2,2,0,127,4.714,-0.856
화웨이,1,1,0,44,4.0,-1.0
