semantic_key,monthly_avg_sentiment
Apple_Display_Topic,0.4961
Automotive_Display_Topic,0.5012
Display_Materials_Topic,0.4976
Equipment_Maker,0.4961
Flexible_Display_Topic,0.5000
Foldable_Display_Topic,0.5094
Gaming_Monitor_Topic,0.5076
IT_OLED_Topic,0.5204
MicroLED_Topic,0.5011
OLED_Topic,0.4958
Panel_Manufacturer,0.5018
Platform_Company,0.4889
Set_Manufacturer,0.4985
Smartphone_Display_Topic,0.5129
TV_Display_Topic,0.5059
XR_Device_Topic,0.4960
