org,topic,base_score,topic_share,company_focus,hybrid_score
AGC,7,6.1819,0.0003,0.5639,6.1819
AGC,0,5.4950,0.0001,0.5013,5.4950
AGC,10,4.1972,0.0003,0.3829,4.1972
AGC,4,3.4344,0.0001,0.3133,3.4344
AGC,1,2.7475,0.0001,0.2506,2.7475
AGC,8,2.2439,0.0014,0.2047,2.2439
AGC,2,2.1182,0.0003,0.1932,2.1182
AGC,5,2.0794,0.0001,0.1897,2.0794
AGC,6,0.6995,0.0001,0.0638,0.6995
AGC,3,0.6869,0.0000,0.0627,0.6869
AMD,0,762.4341,0.0170,0.5420,762.4341
AMD,1,730.1509,0.0201,0.5191,730.1509
AMD,5,460.9429,0.0330,0.3277,460.9429
AMD,4,448.5311,0.0174,0.3189,448.5311
AMD,10,433.7129,0.0290,0.3083,433.7129
AMD,7,333.8225,0.0170,0.2373,333.8225
AMD,3,316.6506,0.0154,0.2251,316.6506
AMD,6,167.1893,0.0213,0.1189,167.1893
AMD,2,136.9738,0.0181,0.0974,136.9738
AMD,9,48.4058,0.0115,0.0344,48.4058
AMD,8,41.8855,0.0252,0.0298,41.8855
ASE,0,19.9194,0.0004,0.6144,19.9194
ASE,1,17.8588,0.0005,0.5508,17.8588
ASE,3,10.9900,0.0005,0.3390,10.9900
ASE,4,10.3032,0.0004,0.3178,10.3032
ASE,7,7.5557,0.0004,0.2330,7.5557
ASE,10,4.8968,0.0003,0.1510,4.8968
ASE,6,3.4977,0.0004,0.1079,3.4977
ASE,5,3.4657,0.0002,0.1069,3.4657
ASE,8,1.4959,0.0009,0.0461,1.4959
ASE,9,0.7334,0.0002,0.0226,0.7334
ASE,2,0.7061,0.0001,0.0218,0.7061
ASUS,0,324.2062,0.0072,0.4901,324.2062
ASUS,1,318.7112,0.0088,0.4818,318.7112
ASUS,10,297.3032,0.0199,0.4495,297.3032
ASUS,5,282.8040,0.0202,0.4275,282.8040
ASUS,7,146.9918,0.0075,0.2222,146.9918
ASUS,4,127.0723,0.0049,0.1921,127.0723
ASUS,3,102.3448,0.0050,0.1547,102.3448
ASUS,2,98.8471,0.0130,0.1494,98.8471
ASUS,6,51.7657,0.0066,0.0783,51.7657
ASUS,8,40.3896,0.0243,0.0611,40.3896
ASUS,9,13.9350,0.0033,0.0211,13.9350
AUO,0,43.2733,0.0010,0.6831,43.2733
AUO,1,34.3439,0.0009,0.5422,34.3439
AUO,7,16.4851,0.0008,0.2602,16.4851
AUO,4,15.7982,0.0006,0.2494,15.7982
AUO,3,15.1113,0.0007,0.2386,15.1113
AUO,6,8.3944,0.0011,0.1325,8.3944
AUO,5,6.9315,0.0005,0.1094,6.9315
AUO,8,5.9836,0.0036,0.0945,5.9836
AUO,9,5.1339,0.0012,0.0810,5.1339
AUO,10,4.1972,0.0003,0.0663,4.1972
AUO,2,3.5303,0.0005,0.0557,3.5303
Acer,0,118.8298,0.0026,0.6586,118.8298
Acer,1,87.2335,0.0024,0.4835,87.2335
Acer,4,66.6271,0.0026,0.3693,66.6271
Acer,7,44.6470,0.0023,0.2474,44.6470
Acer,3,41.8995,0.0020,0.2322,41.8995
Acer,5,33.9642,0.0024,0.1882,33.9642
Acer,10,33.5778,0.0022,0.1861,33.5778
Acer,2,12.7089,0.0017,0.0704,12.7089
Acer,6,11.8921,0.0015,0.0659,11.8921
Acer,8,5.2357,0.0032,0.0290,5.2357
