term,cur,prev,diff,total,ma7,z_like
카카오,16,0,16,37,2.714,5.018
삼성디스플레이,14,0,14,59,2.286,4.664
모니터,17,0,17,88,3.714,4.539
amd,5,0,5,13,0.714,2.323
현대모비스,4,0,4,49,1.429,1.171
패드,2,0,2,4,0.286,1.117
구글,4,1,3,54,2.0,0.828
모바일,3,1,2,31,1.286,0.803
폴더블,4,0,4,47,2.286,0.682
양산,3,0,3,64,1.571,0.634
증착,1,0,1,1,0.143,0.622
샤오미,1,0,1,6,0.143,0.622
메타,2,0,2,28,1.0,0.5
nvidia,1,1,0,2,0.286,0.465
시스코,1,0,1,2,0.286,0.465
저전력,1,1,0,2,0.286,0.465
마이크로소프트,1,0,1,4,0.286,0.465
벤츠,1,1,0,52,0.286,0.465
퀄컴,1,0,1,7,0.429,0.345
벤큐,1,0,1,10,0.429,0.345
아마존,1,0,1,11,0.571,0.244
tsmc,1,1,0,25,0.571,0.244
소니,1,0,1,87,0.571,0.244
애플,6,1,5,161,5.286,0.217
선익시스템,1,0,1,25,0.714,0.155
tcl,1,0,1,118,0.714,0.155
스마트폰,2,2,0,82,1.857,0.06
태블릿,1,0,1,13,1.0,0.0
아이폰,2,0,2,66,2.286,-0.114
한미반도체,2,1,1,22,2.857,-0.319
xr,1,0,1,65,3.143,-0.773
