term,cur,prev,diff,ma7,z_like,total
메타,4,1,3,1.429,1.171,27
노트북,5,0,5,3.143,0.67,102
tsmc,1,0,1,0.143,0.622,15
게이밍모니터,1,0,1,0.143,0.622,6
아마존,1,0,1,0.143,0.622,6
스마트폰,4,1,3,2.429,0.614,106
lg디스플레이,13,0,13,10.429,0.608,125
sk하이닉스,5,2,3,3.429,0.551,123
애플,8,3,5,6.714,0.358,305
byd,1,1,0,0.429,0.345,13
lg전자,5,3,2,5.286,-0.087,233
모바일,1,1,0,1.286,-0.134,50
공급망,1,2,-1,1.286,-0.134,40
모니터,2,1,1,2.571,-0.219,87
삼성전자,12,8,4,14.429,-0.506,354
xr,2,1,1,4.0,-0.667,93
구글,1,2,-1,2.857,-0.69,52
tv,1,6,-5,4.714,-1.171,125
폴더블,3,3,0,11.429,-1.924,223
갤럭시,7,2,5,17.286,-1.994,237
디스플레이,7,6,1,18.0,-2.098,316
oled,12,2,10,25.857,-2.277,346
