term,cur,prev,diff,ma7,z_like,total
oled,66,16,50,16.0,10.0,396
폴더블,32,5,27,8.143,6.191,241
디스플레이,22,7,15,8.143,3.596,245
삼성디스플레이,11,2,9,2.143,3.595,49
엔비디아,17,4,13,7.143,2.684,109
텐센트,6,0,6,0.857,2.67,7
스트레처블,3,0,3,0.429,1.554,3
lg디스플레이,6,1,5,3.143,1.03,160
fmm,2,1,1,0.429,0.95,5
고효율,1,0,1,0.143,0.622,5
바이두,1,0,1,0.143,0.622,1
스마트워치,1,0,1,0.143,0.622,8
하이센스,1,0,1,0.143,0.622,10
메타,2,1,1,0.857,0.593,31
vr,1,0,1,0.286,0.465,11
올레드,1,0,1,0.286,0.465,13
dell,1,1,0,0.286,0.465,4
기아,1,1,0,0.286,0.465,28
삼성전자,20,40,-20,17.857,0.41,368
hp,1,0,1,0.429,0.345,42
스마트폰,4,3,1,3.143,0.309,92
4k,1,0,1,0.571,0.244,5
xr,3,4,-1,2.429,0.223,68
lg전자,10,8,2,9.143,0.213,270
sk하이닉스,2,4,-2,1.571,0.19,93
공급망,1,1,0,0.857,0.074,52
양산,3,1,2,3.286,-0.102,68
아이폰,2,3,-1,3.0,-0.366,76
tv,8,40,-32,9.571,-0.384,194
갤럭시,1,4,-3,2.0,-0.414,249
구글,2,4,-2,3.429,-0.501,94
노트북,1,2,-1,2.429,-0.558,83
lcd,1,16,-15,2.429,-0.558,35
tcl,1,16,-15,2.429,-0.558,20
모니터,1,1,0,3.857,-0.964,94
애플,4,8,-4,8.857,-1.222,285
