term,cur,diff,z_like
oled,66,50,10.00
폴더블,32,27,6.19
디스플레이,22,15,3.60
삼성디스플레이,11,9,3.59
엔비디아,17,13,2.68
텐센트,6,6,2.67
스트레처블,3,3,1.55
