term,cur,prev,diff,total,ma7,z_like
tv,21,0,21,139,5.857,4.428
lg전자,20,4,16,272,9.714,2.498
선익시스템,14,1,13,52,2.286,4.664
애플,14,10,4,276,7.143,1.867
sk하이닉스,13,0,13,139,4.0,3.0
갤럭시,13,12,1,301,7.571,1.447
카카오,11,0,11,19,1.714,4.021
구글,11,3,8,77,4.857,1.917
삼성전자,10,6,4,312,6.429,1.01
oled,9,6,3,371,6.143,0.821
증착,6,0,6,6,0.857,2.67
폴더블,6,8,-2,203,5.0,0.309
스마트폰,5,3,2,108,2.857,0.797
하이센스,4,0,4,8,0.571,1.953
아이폰,4,0,4,71,2.286,0.682
vr,3,0,3,6,0.571,1.383
xr,3,3,0,84,2.0,0.414
모니터,3,2,1,87,3.143,-0.052
공급망,3,2,1,56,3.714,-0.244
알파벳,2,0,2,17,0.429,0.95
에어팟,2,0,2,4,0.571,0.814
삼성디스플레이,2,0,2,80,0.714,0.697
lcd,2,0,2,20,0.857,0.593
엔비디아,2,1,1,91,2.143,-0.058
hp,2,2,0,53,2.429,-0.168
디스플레이,2,4,-2,253,2.857,-0.319
노트북,2,1,1,103,3.857,-0.627
게이밍모니터,1,0,1,5,0.143,0.622
설비투자,1,0,1,4,0.143,0.622
고해상도,1,0,1,2,0.143,0.622
원익ips,1,0,1,2,0.143,0.622
증착기,1,0,1,2,0.143,0.622
메타,1,0,1,25,0.286,0.465
tsmc,1,0,1,23,0.286,0.465
맥북,1,0,1,10,0.286,0.465
올레드,1,0,1,9,0.286,0.465
스마트워치,1,0,1,7,0.429,0.345
sharp,1,0,1,25,0.571,0.244
샤오미,1,0,1,12,0.571,0.244
bmw,1,0,1,16,0.714,0.155
lg디스플레이,1,2,-1,150,1.286,-0.134
kaist,1,8,-7,16,1.286,-0.134
