term,cur,prev,diff,ma7,z_like,total
현대모비스,5,3,2,1.143,1.864,34
메타,5,1,4,1.857,1.33,24
화웨이,2,0,2,0.429,0.95,13
알파벳,1,0,1,0.143,0.622,10
폴더블,6,4,2,4.571,0.455,108
엔비디아,2,1,1,1.571,0.19,134
lg전자,13,15,-2,12.286,0.159,230
bmw,1,0,1,0.857,0.074,19
기아,3,15,-12,2.857,0.053,49
tsmc,1,1,0,1.0,0.0,18
고성능,1,6,-5,1.143,-0.069,22
구글,1,5,-4,1.429,-0.195,45
아이폰,1,0,1,1.571,-0.254,71
모바일,1,2,-1,1.714,-0.309,45
갤럭시,3,3,0,4.0,-0.333,82
lg디스플레이,1,1,0,2.143,-0.464,93
삼성전자,6,2,4,8.143,-0.556,363
인텔,1,0,1,2.429,-0.558,59
ar,1,2,-1,2.429,-0.558,42
모니터,2,1,1,3.714,-0.586,80
디스플레이,1,6,-5,3.429,-0.852,184
노트북,1,4,-3,5.286,-1.299,100
애플,2,5,-3,6.857,-1.342,206
tv,1,5,-4,10.143,-2.185,200
