date,topic_id,avg_sentiment,article_count
2025-10-17,0,0.5236,29
2025-10-17,1,0.5232,29
2025-10-17,2,0.5252,21
2025-10-17,3,0.5236,29
2025-10-17,4,0.5241,28
2025-10-17,5,0.5236,25
2025-10-17,6,0.5241,26
2025-10-17,7,0.5231,30
