org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,0,233.1880,0.0130,0.6971,233.1880
AMD,1,178.1584,0.0115,0.5326,178.1584
AMD,5,112.1004,0.0204,0.3351,112.1004
AMD,2,80.9552,0.0195,0.2420,80.9552
AMD,3,52.0138,0.0127,0.1555,52.0138
AMD,4,49.7298,0.0208,0.1487,49.7298
AMD,8,28.6965,0.0158,0.0858,28.6965
AMD,7,21.1227,0.0207,0.0631,21.1227
AMD,10,10.1499,0.0147,0.0303,10.1499
AMD,6,9.1445,0.0146,0.0273,9.1445
AMD,9,6.1986,0.0108,0.0185,6.1986
ASUS,0,70.8506,0.0040,0.7359,70.8506
ASUS,1,59.8447,0.0039,0.6216,59.8447
ASUS,3,16.1170,0.0039,0.1674,16.1170
ASUS,2,14.7831,0.0036,0.1535,14.7831
ASUS,7,11.3737,0.0112,0.1181,11.3737
ASUS,5,7.0950,0.0013,0.0737,7.0950
ASUS,9,2.6566,0.0046,0.0276,2.6566
ASUS,8,1.6398,0.0009,0.0170,1.6398
ASUS,10,0.9227,0.0013,0.0096,0.9227
AUO,0,52.2781,0.0029,0.7229,52.2781
AUO,1,45.3994,0.0029,0.6278,45.3994
AUO,5,15.6089,0.0028,0.2158,15.6089
AUO,3,9.5237,0.0023,0.1317,9.5237
AUO,2,9.1515,0.0022,0.1265,9.1515
AUO,4,3.1081,0.0013,0.0430,3.1081
AUO,8,2.4597,0.0014,0.0340,2.4597
AUO,10,0.9227,0.0013,0.0128,0.9227
AUO,9,0.8855,0.0015,0.0122,0.8855
AUO,7,0.8124,0.0008,0.0112,0.8124
Acer,0,59.8447,0.0033,0.7407,59.8447
Acer,1,50.2145,0.0032,0.6215,50.2145
Acer,2,11.9673,0.0029,0.1481,11.9673
Acer,3,11.7214,0.0029,0.1451,11.7214
Acer,7,9.7489,0.0096,0.1207,9.7489
Acer,5,6.3855,0.0012,0.0790,6.3855
Acer,9,2.6566,0.0046,0.0329,2.6566
Acer,10,0.9227,0.0013,0.0114,0.9227
Acer,8,0.8199,0.0005,0.0101,0.8199
BMW,3,82.0500,0.0200,0.6488,82.0500
BMW,0,62.5962,0.0035,0.4950,62.5962
BMW,1,52.2781,0.0034,0.4134,52.2781
BMW,5,44.6983,0.0081,0.3534,44.6983
BMW,2,13.3752,0.0032,0.1058,13.3752
BMW,4,13.2095,0.0055,0.1045,13.2095
BMW,7,10.5613,0.0104,0.0835,10.5613
BMW,10,9.2272,0.0134,0.0730,9.2272
BMW,8,7.3791,0.0041,0.0583,7.3791
BMW,9,2.6566,0.0046,0.0210,2.6566
BOE,0,857.7740,0.0480,0.7607,857.7740
BOE,1,690.6216,0.0445,0.6125,690.6216
BOE,5,198.6590,0.0362,0.1762,198.6590
BOE,2,89.4027,0.0216,0.0793,89.4027
BOE,3,81.3174,0.0198,0.0721,81.3174
