term,cur,prev,diff,ma7,z_like,total
화웨이,13,11,2,3.714,3.172,43
bmw,7,0,7,1.143,2.831,13
벤큐,5,0,5,0.714,2.323,11
샤오미,9,7,2,3.571,1.879,49
폴더블,16,22,-6,8.857,1.796,271
인텔,5,6,-1,1.714,1.423,42
애플,17,27,-10,12.0,1.12,356
노트북,8,5,3,4.571,1.093,129
xr,5,4,1,2.286,1.081,76
tsmc,2,0,2,0.429,0.95,12
모니터,6,6,0,3.429,0.902,171
스마트폰,6,10,-4,3.429,0.902,97
oled,10,16,-6,7.0,0.823,327
퀄컴,2,0,2,0.714,0.697,23
etri,1,0,1,0.143,0.622,1
jdi,1,0,1,0.143,0.622,1
고성능,1,0,1,0.143,0.622,7
바이두,1,0,1,0.143,0.622,3
아이맥,1,0,1,0.143,0.622,4
주사율,1,0,1,0.143,0.622,5
증착,1,0,1,0.143,0.622,1
아이패드,1,0,1,0.286,0.465,8
필립스,1,0,1,0.286,0.465,3
올레드,1,0,1,0.429,0.345,11
카카오,1,0,1,0.429,0.345,34
lg디스플레이,3,4,-1,2.286,0.284,71
고효율,2,1,1,1.429,0.26,13
boe,1,0,1,0.571,0.244,20
생산능력,1,1,0,0.571,0.244,8
디스플레이,6,8,-2,5.286,0.217,204
amd,1,1,0,0.857,0.074,18
sk하이닉스,2,1,1,2.0,0.0,55
양산,1,0,1,1.0,0.0,61
아이폰,5,6,-1,5.143,-0.044,140
kaist,1,2,-1,1.143,-0.069,22
hp,1,7,-6,1.143,-0.069,29
모바일,2,1,1,2.286,-0.114,54
아마존,1,1,0,1.286,-0.134,19
삼성디스플레이,1,0,1,1.571,-0.254,74
공급망,2,9,-7,2.857,-0.319,45
tcl,3,1,2,4.0,-0.333,66
갤럭시,2,2,0,4.143,-0.706,129
레노버,1,12,-11,4.857,-1.204,107
tv,4,6,-2,9.286,-1.306,232
lg전자,6,8,-2,12.714,-1.471,329
삼성전자,12,12,0,20.571,-1.548,549
엔비디아,1,1,0,6.714,-1.591,200
