term,cur,diff,z_like
엔비디아,16,14,4.41
노트북,17,15,3.71
oled,51,17,3.59
디스플레이,28,3,3.30
퀄컴,9,5,3.02
인텔,8,7,2.99
lg디스플레이,12,8,2.59
하이센스,6,4,2.35
amd,7,5,2.18
삼성디스플레이,23,16,2.05
