term,cur,prev,diff,ma7,z_like,total
ul,2,0,2,0.286,1.117,3
kaist,1,0,1,0.143,0.622,15
resolution,1,0,1,0.143,0.622,1
메타,1,0,1,0.143,0.622,24
편광판,1,0,1,0.143,0.622,1
현대모비스,2,3,-1,0.857,0.593,62
boe,1,1,0,0.286,0.465,58
bmw,1,0,1,0.429,0.345,11
기아,1,0,1,0.429,0.345,54
화웨이,3,7,-4,2.429,0.223,26
노트북,3,2,1,2.571,0.165,95
xr,3,1,2,2.714,0.108,96
벤큐,1,0,1,0.857,0.074,7
스마트워치,1,2,-1,0.857,0.074,12
엔비디아,2,6,-4,2.0,0.0,62
sk하이닉스,1,3,-2,1.143,-0.069,45
스마트폰,2,4,-2,2.714,-0.27,106
아이폰,1,2,-1,2.571,-0.604,73
모바일,1,5,-4,2.714,-0.648,61
디스플레이,1,0,1,3.143,-0.773,175
tv,9,16,-7,12.714,-0.814,315
애플,3,4,-1,6.143,-0.904,186
폴더블,1,4,-3,3.714,-0.927,96
oled,5,8,-3,9.143,-1.03,277
모니터,8,33,-25,13.286,-1.138,179
lg전자,3,28,-25,9.429,-1.579,320
삼성전자,3,30,-27,23.429,-3.498,417
