term,cur,prev,diff,total,ma7,z_like
oled,11,1,10,355,8.143,0.741
생산량,1,0,1,2,0.143,0.622
비보,1,0,1,5,0.143,0.622
qualcomm,1,1,0,2,0.286,0.465
kaist,1,0,1,26,0.429,0.345
메타,1,0,1,30,0.571,0.244
노트북,3,2,1,100,2.429,0.223
삼성디스플레이,1,0,1,57,0.714,0.155
모니터,6,0,6,99,5.571,0.128
tsmc,1,1,0,19,0.857,0.074
공급망,1,1,0,53,1.0,0.0
xr,2,0,2,74,2.143,-0.058
퀄컴,1,1,0,38,1.286,-0.134
딥엑스,2,0,2,22,2.571,-0.219
아이폰,3,1,2,76,3.714,-0.244
디스플레이,5,1,4,232,6.429,-0.404
스마트폰,2,1,1,92,3.286,-0.457
양산,2,0,2,64,3.429,-0.501
tv,3,2,1,158,5.714,-0.801
폴더블,4,2,2,216,9.0,-1.25
