term,cur,prev,diff,total,ma7,z_like
xr,10,3,7,110,3.857,2.073
인텔,4,0,4,29,0.714,1.781
lg디스플레이,5,2,3,134,2.143,1.16
ar,2,0,2,46,0.571,0.814
픽셀,1,0,1,6,0.143,0.622
asus,1,0,1,22,0.143,0.622
모니터,5,1,4,186,3.286,0.609
메타,3,1,2,33,1.714,0.557
고해상도,1,0,1,4,0.286,0.465
vr,1,0,1,40,0.286,0.465
퀄컴,1,0,1,45,0.286,0.465
서피스,1,0,1,3,0.429,0.345
샤오미,1,0,1,17,0.429,0.345
갤럭시,2,1,1,94,2.0,0.0
lcd,1,0,1,35,1.143,-0.069
공급망,1,1,0,28,1.286,-0.134
hp,1,0,1,22,1.857,-0.363
아이폰,2,2,0,136,3.429,-0.501
노트북,2,2,0,149,4.714,-0.856
lg전자,1,1,0,276,6.143,-1.478
