term,cur,prev,diff,total,ma7,z_like
공급망,6,0,6,41,1.714,1.856
도우인시스,3,0,3,5,0.429,1.554
lcd,3,0,3,33,0.714,1.239
lg디스플레이,3,1,2,66,1.0,1.0
고효율,2,2,0,7,0.714,0.697
백플레인,1,0,1,1,0.143,0.622
생산능력,1,0,1,5,0.143,0.622
스마트워치,1,0,1,6,0.143,0.622
ar,3,3,0,61,1.714,0.557
양산,3,3,0,62,1.714,0.557
메타,2,2,0,23,1.0,0.5
비보,1,0,1,3,0.286,0.465
맥북,1,1,0,16,0.429,0.345
vr,1,0,1,18,0.429,0.345
샤오미,2,1,1,31,1.714,0.124
sk하이닉스,3,3,0,71,2.714,0.108
아이폰,5,1,4,121,4.714,0.09
폴더블,7,3,4,241,6.857,0.039
구글,2,2,0,93,2.0,0.0
byd,1,0,1,14,1.143,-0.069
boe,1,0,1,18,1.286,-0.134
xr,2,1,1,75,2.429,-0.168
스마트폰,2,0,2,87,2.429,-0.168
레노버,3,3,0,79,4.714,-0.541
모니터,3,0,3,159,6.143,-0.904
