term,cur,prev,diff,ma7,z_like,total
엔비디아,16,4,12,3.571,4.301,99
애플,18,8,10,11.857,1.382,349
알파벳,2,0,2,0.286,1.117,6
xr,5,3,2,2.857,0.797,95
아이패드,2,1,1,0.714,0.697,34
meta,1,0,1,0.143,0.622,1
갤럭시,6,5,1,4.286,0.558,102
dell,1,1,0,0.286,0.465,8
양산,1,0,1,0.571,0.244,40
lcd,1,1,0,0.571,0.244,16
퀄컴,1,1,0,0.571,0.244,26
벤큐,1,3,-2,0.571,0.244,9
ar,1,2,-1,1.0,0.0,43
노트북,3,2,1,3.143,-0.052,101
구글,2,1,1,2.286,-0.114,41
기아,2,12,-10,2.286,-0.114,34
인텔,2,3,-1,2.429,-0.168,39
tsmc,1,3,-2,1.429,-0.195,17
스마트폰,3,6,-3,4.429,-0.46,105
모니터,1,4,-3,2.143,-0.464,106
tv,2,6,-4,3.571,-0.544,182
oled,4,15,-11,6.143,-0.616,267
sk하이닉스,2,3,-1,3.857,-0.627,140
모바일,1,2,-1,3.857,-0.964,52
폴더블,2,12,-10,6.143,-1.191,174
lg전자,4,10,-6,8.714,-1.193,315
삼성전자,4,11,-7,9.0,-1.25,324
디스플레이,2,11,-9,7.286,-1.429,244
