term,cur,prev,diff,ma7,z_like,total,date
노트북,10,6,4,7.429,0.69,140,2026-04-11
amoled,1,0,1,0.143,0.622,1,2026-04-11
asp,1,0,1,0.143,0.622,1,2026-04-11
iphone,1,0,1,0.143,0.622,2,2026-04-11
ppi,1,0,1,0.143,0.622,3,2026-04-11
고효율,1,0,1,0.143,0.622,2,2026-04-11
벤츠,1,0,1,0.143,0.622,23,2026-04-11
세미파이브,1,0,1,0.143,0.622,1,2026-04-11
퀄컴,1,0,1,0.143,0.622,47,2026-04-11
픽셀,1,0,1,0.143,0.622,5,2026-04-11
구글,3,3,0,1.714,0.557,75,2026-04-11
apple,1,0,1,0.286,0.465,6,2026-04-11
host,1,0,1,0.286,0.465,2,2026-04-11
한미반도체,1,1,0,0.286,0.465,2,2026-04-11
맥북,1,1,0,0.429,0.345,30,2026-04-11
선익시스템,1,1,0,0.429,0.345,16,2026-04-11
갤럭시,5,3,2,4.0,0.333,102,2026-04-11
스마트폰,5,8,-3,4.714,0.09,97,2026-04-11
인텔,1,0,1,1.0,0.0,41,2026-04-11
애플,11,13,-2,11.286,-0.066,276,2026-04-11
sk하이닉스,5,2,3,5.286,-0.087,88,2026-04-11
폴더블,7,10,-3,7.429,-0.115,147,2026-04-11
기아,2,1,1,2.429,-0.168,45,2026-04-11
모바일,1,2,-1,1.714,-0.309,65,2026-04-11
디스플레이,5,6,-1,6.143,-0.329,204,2026-04-11
아이폰,6,6,0,7.286,-0.348,144,2026-04-11
xr,3,5,-2,4.429,-0.46,123,2026-04-11
ar,1,3,-2,2.429,-0.558,56,2026-04-11
모니터,2,12,-10,3.714,-0.586,190,2026-04-11
양산,1,4,-3,3.286,-0.813,82,2026-04-11
lg디스플레이,2,6,-4,4.571,-0.819,144,2026-04-11
삼성디스플레이,1,26,-25,4.0,-1.0,111,2026-04-11
삼성전자,11,6,5,16.571,-1.099,490,2026-04-11
oled,7,54,-47,12.286,-1.173,344,2026-04-11
tv,4,10,-6,9.429,-1.334,315,2026-04-11
lg전자,4,12,-8,11.429,-1.696,257,2026-04-11
벤큐,1,0,1,0.143,0.622,8,2026-04-12
사이니지,1,0,1,0.286,0.465,3,2026-04-12
공급망,2,0,2,1.143,0.414,36,2026-04-12
카카오,1,0,1,0.429,0.345,11,2026-04-12
host,1,1,0,0.429,0.345,3,2026-04-12
갤럭시,5,5,0,4.143,0.282,104,2026-04-12
선익시스템,1,1,0,0.571,0.244,17,2026-04-12
엔비디아,1,4,-3,1.429,-0.195,165,2026-04-12
노트북,7,10,-3,8.143,-0.297,142,2026-04-12
스마트폰,4,5,-1,5.143,-0.35,99,2026-04-12
양산,2,1,1,3.571,-0.544,83,2026-04-12
모니터,2,2,0,4.0,-0.667,191,2026-04-12
레노버,1,0,1,3.0,-0.732,64,2026-04-12
디스플레이,3,5,-2,6.429,-0.97,168,2026-04-12
sk하이닉스,2,5,-3,5.429,-1.03,88,2026-04-12
xr,1,3,-2,4.429,-1.104,121,2026-04-12
아이폰,3,6,-3,7.429,-1.189,142,2026-04-12
삼성전자,9,11,-2,17.0,-1.562,495,2026-04-12
lg전자,5,4,1,12.0,-1.568,260,2026-04-12
tv,3,4,-1,9.571,-1.605,313,2026-04-12
폴더블,1,7,-6,7.286,-1.699,144,2026-04-12
애플,3,11,-8,10.286,-1.732,273,2026-04-12
oled,1,7,-6,12.429,-2.525,321,2026-04-12
tsmc,3,0,3,0.714,1.239,9,2026-04-13
올레드,2,0,2,0.571,0.814,72,2026-04-13
원익ips,1,0,1,0.143,0.622,3,2026-04-13
한화솔루션,1,0,1,0.143,0.622,10,2026-04-13
byd,1,0,1,0.286,0.465,6,2026-04-13
vr,1,0,1,0.429,0.345,55,2026-04-13
화웨이,1,0,1,0.429,0.345,15,2026-04-13
qled,1,0,1,0.571,0.244,10,2026-04-13
lcd,1,0,1,0.857,0.074,38,2026-04-13
노트북,9,7,2,8.857,0.036,149,2026-04-13
공급망,1,2,-1,1.286,-0.134,33,2026-04-13
구글,1,0,1,1.429,-0.195,76,2026-04-13
엔비디아,1,1,0,1.571,-0.254,159,2026-04-13
boe,1,0,1,2.0,-0.414,25,2026-04-13
스마트폰,4,4,0,5.571,-0.468,101,2026-04-13
xr,3,1,2,4.857,-0.58,120,2026-04-13
tcl,1,0,1,2.571,-0.604,66,2026-04-13
모니터,2,2,0,4.143,-0.706,187,2026-04-13
삼성디스플레이,2,0,2,4.286,-0.744,109,2026-04-13
sk하이닉스,3,2,1,5.714,-0.801,89,2026-04-13
폴더블,3,1,2,7.429,-1.189,142,2026-04-13
디스플레이,2,3,-1,6.429,-1.253,165,2026-04-13
tv,4,3,1,9.571,-1.361,303,2026-04-13
아이폰,2,3,-1,7.714,-1.513,134,2026-04-13
oled,3,1,2,12.714,-2.128,307,2026-04-13
애플,1,3,-2,10.0,-2.162,263,2026-04-13
lg전자,2,5,-3,11.857,-2.218,256,2026-04-13
삼성전자,4,9,-5,15.714,-2.36,487,2026-04-13
kaist,6,0,6,1.0,2.5,20,2026-04-14
메타,5,0,5,1.0,2.0,28,2026-04-14
lg전자,23,2,21,14.0,1.898,279,2026-04-14
올레드,5,2,3,1.286,1.741,77,2026-04-14
oled,21,3,18,13.857,1.513,319,2026-04-14
화웨이,4,1,3,1.0,1.5,19,2026-04-14
hp,3,0,3,0.571,1.383,12,2026-04-14
아마존,2,0,2,0.571,0.814,16,2026-04-14
lcd,3,1,2,1.286,0.803,38,2026-04-14
엔비디아,4,1,3,2.143,0.754,156,2026-04-14
애플,14,1,13,11.0,0.695,271,2026-04-14
마이크로소프트,1,0,1,0.143,0.622,2,2026-04-14
보쉬,1,0,1,0.143,0.622,1,2026-04-14
4k,2,0,2,0.857,0.593,9,2026-04-14
레노버,2,0,2,0.857,0.593,66,2026-04-14
구글,3,1,2,1.714,0.557,78,2026-04-14
tsmc,2,3,-1,1.0,0.5,11,2026-04-14
퀄컴,1,0,1,0.286,0.465,46,2026-04-14
모니터,6,2,4,4.571,0.455,192,2026-04-14
노트북,9,9,0,7.429,0.422,157,2026-04-14
dell,1,0,1,0.429,0.345,5,2026-04-14
맥북,1,0,1,0.429,0.345,21,2026-04-14
폭스바겐,1,0,1,0.429,0.345,4,2026-04-14
모바일,2,0,2,1.286,0.335,66,2026-04-14
삼성전자,17,4,13,15.429,0.319,500,2026-04-14
공급망,2,1,1,1.429,0.26,35,2026-04-14
고성능,1,0,1,0.714,0.155,25,2026-04-14
lg디스플레이,5,0,5,5.0,0.0,141,2026-04-14
xr,5,3,2,5.429,-0.129,123,2026-04-14
tv,9,4,5,9.857,-0.207,309,2026-04-14
양산,2,0,2,2.571,-0.219,83,2026-04-14
tcl,2,1,1,2.571,-0.219,67,2026-04-14
폴더블,7,3,4,8.0,-0.261,147,2026-04-14
boe,1,1,0,2.0,-0.414,26,2026-04-14
ar,1,0,1,2.143,-0.464,53,2026-04-14
아이폰,5,2,3,7.714,-0.719,135,2026-04-14
스마트폰,3,4,-1,5.571,-0.765,104,2026-04-14
갤럭시,1,0,1,3.571,-0.89,100,2026-04-14
sk하이닉스,2,3,-1,5.857,-1.128,90,2026-04-14
디스플레이,1,2,-1,5.143,-1.268,163,2026-04-14
엔비디아,15,4,11,4.0,3.667,164,2026-04-15
기아,7,0,7,1.429,2.538,52,2026-04-15
딥엑스,5,0,5,0.714,2.323,6,2026-04-15
아마존,6,2,4,1.429,2.082,22,2026-04-15
hp,5,3,2,1.143,1.864,17,2026-04-15
폴더블,15,7,8,8.857,1.545,161,2026-04-15
화웨이,5,4,1,1.571,1.521,24,2026-04-15
서피스,2,0,2,0.286,1.117,2,2026-04-15
벤츠,2,0,2,0.429,0.95,24,2026-04-15
벤큐,2,0,2,0.429,0.95,10,2026-04-15
디스플레이,9,1,8,6.0,0.87,170,2026-04-15
lcd,3,3,0,1.571,0.634,41,2026-04-15
bmw,1,0,1,0.143,0.622,14,2026-04-15
eleap,1,0,1,0.143,0.622,1,2026-04-15
intel,1,0,1,0.143,0.622,2,2026-04-15
nokia,1,0,1,0.143,0.622,1,2026-04-15
nvidia,1,0,1,0.143,0.622,4,2026-04-15
postech,1,0,1,0.143,0.622,1,2026-04-15
uhd,1,0,1,0.143,0.622,14,2026-04-15
고해상도,1,0,1,0.143,0.622,3,2026-04-15
생산량,1,0,1,0.143,0.622,1,2026-04-15
샤오미,1,0,1,0.143,0.622,15,2026-04-15
올레드tv,1,0,1,0.143,0.622,5,2026-04-15
레노버,2,2,0,0.857,0.593,68,2026-04-15
올레드,3,5,-2,1.714,0.557,80,2026-04-15
아이폰,9,5,4,7.143,0.506,142,2026-04-15
고효율,1,0,1,0.286,0.465,3,2026-04-15
4k,2,2,0,1.143,0.414,11,2026-04-15
애플,12,14,-2,10.571,0.336,280,2026-04-15
수율,1,0,1,0.571,0.244,9,2026-04-15
인텔,1,0,1,0.571,0.244,41,2026-04-15
dell,1,1,0,0.571,0.244,6,2026-04-15
맥북,1,1,0,0.571,0.244,22,2026-04-15
공급망,2,2,0,1.571,0.19,34,2026-04-15
tv,11,9,2,10.429,0.135,316,2026-04-15
스마트폰,5,3,2,5.143,-0.044,107,2026-04-15
메타,1,5,-4,1.143,-0.069,29,2026-04-15
갤럭시,2,1,1,3.286,-0.457,101,2026-04-15
lg전자,7,23,-16,9.429,-0.597,278,2026-04-15
xr,3,5,-2,5.429,-0.729,120,2026-04-15
oled,11,21,-10,14.857,-0.795,316,2026-04-15
모니터,1,6,-5,4.0,-1.0,188,2026-04-15
lg디스플레이,1,5,-4,4.714,-1.171,133,2026-04-15
sk하이닉스,1,2,-1,5.571,-1.36,90,2026-04-15
삼성전자,5,17,-12,12.286,-1.617,489,2026-04-15
tv,75,11,64,16.571,11.523,387,2026-04-16
삼성전자,45,5,40,13.857,6.595,510,2026-04-16
레노버,13,2,11,2.571,4.005,79,2026-04-16
엔비디아,15,15,0,6.0,2.609,155,2026-04-16
amd,4,0,4,0.857,1.632,23,2026-04-16
소니,3,0,3,0.429,1.554,37,2026-04-16
아이패드,2,0,2,0.286,1.117,5,2026-04-16
스마트폰,9,5,4,5.429,1.073,115,2026-04-16
hp,4,5,-1,1.714,0.99,21,2026-04-16
양산,4,0,4,1.857,0.907,87,2026-04-16
디스플레이,7,9,-2,4.714,0.721,172,2026-04-16
8k,1,0,1,0.143,0.622,5,2026-04-16
ul,1,0,1,0.143,0.622,1,2026-04-16
모니터,6,1,5,4.429,0.506,189,2026-04-16
샤오미,1,1,0,0.286,0.465,16,2026-04-16
수율,1,1,0,0.286,0.465,10,2026-04-16
고효율,1,1,0,0.429,0.345,4,2026-04-16
메타,2,1,1,1.286,0.335,31,2026-04-16
기아,2,7,-5,1.714,0.124,54,2026-04-16
갤럭시,3,2,1,2.714,0.108,101,2026-04-16
ar,1,0,1,0.857,0.074,47,2026-04-16
모바일,1,0,1,0.857,0.074,64,2026-04-16
tsmc,1,0,1,1.143,-0.069,11,2026-04-16
lg디스플레이,2,1,1,2.286,-0.114,130,2026-04-16
애플,8,12,-4,8.857,-0.216,279,2026-04-16
구글,1,0,1,1.571,-0.254,75,2026-04-16
화웨이,1,5,-4,1.714,-0.309,24,2026-04-16
xr,2,3,-1,3.143,-0.412,109,2026-04-16
폴더블,5,15,-10,6.857,-0.513,164,2026-04-16
tcl,1,0,1,2.714,-0.648,63,2026-04-16
노트북,4,0,4,6.429,-0.687,152,2026-04-16
oled,11,11,0,15.429,-0.899,316,2026-04-16
삼성디스플레이,1,0,1,4.286,-1.07,89,2026-04-16
lg전자,4,7,-3,8.143,-1.075,280,2026-04-16
아이폰,1,9,-8,4.571,-1.138,139,2026-04-16
