term,cur,prev,diff,total,ma7,z_like
삼성디스플레이,21,2,19,143,7.286,3.707
메타,7,0,7,18,1.0,3.0
인텔,9,1,8,59,3.429,1.954
xr,9,0,9,101,3.571,1.879
디스플레이,6,0,6,187,2.714,1.241
host,1,0,1,1,0.143,0.622
lenovo,1,0,1,1,0.143,0.622
그램,1,0,1,1,0.143,0.622
csot,1,0,1,2,0.143,0.622
8k,1,0,1,3,0.143,0.622
퀀텀닷,1,0,1,3,0.143,0.622
nvidia,1,0,1,9,0.143,0.622
저전력,1,0,1,9,0.143,0.622
화웨이,1,0,1,11,0.143,0.622
아이패드,1,1,0,11,0.429,0.345
고성능,1,0,1,15,0.429,0.345
선익시스템,2,1,1,13,1.286,0.335
vr,1,0,1,13,0.571,0.244
lg디스플레이,3,3,0,93,2.571,0.165
카카오,1,0,1,9,0.714,0.155
스마트워치,1,0,1,8,0.857,0.074
bmw,1,1,0,20,0.857,0.074
양산,1,0,1,24,0.857,0.074
boe,1,1,0,41,1.0,0.0
asus,1,0,1,24,1.143,-0.069
올레드,1,1,0,40,1.143,-0.069
모바일,1,0,1,48,1.286,-0.134
벤츠,1,0,1,161,1.286,-0.134
모니터,3,3,0,87,3.857,-0.289
