term,cur,prev,diff,ma7,z_like,total
벤츠,44,32,12,13.143,6.671,128
삼성전자,29,7,22,11.714,3.908,541
레노버,7,0,7,1.429,2.538,45
디스플레이,13,18,-5,7.0,1.646,156
삼성디스플레이,4,1,3,1.143,1.381,41
tv,13,5,8,8.429,1.171,220
필립스,2,0,2,0.286,1.117,6
애플,10,3,7,6.286,1.059,233
모니터,4,2,2,2.286,0.682,98
고성능,1,0,1,0.143,0.622,24
태블릿,1,0,1,0.143,0.622,17
양산,2,1,1,0.857,0.593,12
udc,1,0,1,0.286,0.465,2
bmw,1,1,0,0.286,0.465,11
선익시스템,1,1,0,0.286,0.465,7
소니,1,1,0,0.286,0.465,6
폴더블,6,5,1,4.571,0.455,82
lcd,1,1,0,0.571,0.244,18
모바일,2,3,-1,1.571,0.19,28
갤럭시,6,11,-5,5.714,0.084,101
공급망,1,0,1,0.857,0.074,33
샤오미,1,2,-1,1.0,0.0,27
아이폰,2,1,1,2.143,-0.058,67
구글,1,0,1,1.143,-0.069,36
lg전자,3,3,0,3.714,-0.244,203
xr,3,15,-12,4.429,-0.46,136
노트북,2,5,-3,3.714,-0.586,86
oled,2,6,-4,5.0,-0.927,233
엔비디아,2,6,-4,6.143,-1.191,181
