term,cur,prev,diff,ma7,z_like,total
기아,14,27,-13,6.0,2.319,51
갤럭시,5,1,4,2.143,1.16,78
아이폰,3,2,1,1.429,0.716,79
봉지,1,0,1,0.143,0.622,1
알파벳,1,0,1,0.143,0.622,2
스마트폰,4,6,-2,2.429,0.614,91
tcl,2,0,2,1.571,0.19,43
xr,1,1,0,1.0,0.0,63
양산,1,1,0,1.0,0.0,25
애플,3,10,-7,4.286,-0.419,144
폴더블,2,3,-1,3.714,-0.586,86
하이센스,1,4,-3,2.857,-0.69,23
삼성전자,18,2,16,22.571,-0.795,541
퀄컴,1,0,1,3.429,-0.852,30
노트북,2,3,-1,5.429,-1.03,91
엔비디아,1,4,-3,6.143,-1.478,80
모니터,1,18,-17,6.571,-1.563,201
레노버,2,17,-15,8.286,-1.621,93
디스플레이,1,7,-6,10.714,-2.273,243
lg전자,4,24,-20,17.429,-2.595,336
tv,3,12,-9,16.429,-2.657,371
oled,1,4,-3,24.0,-3.899,435
