term,cur,prev,diff,ma7,z_like,total
스마트폰,15,3,12,3.571,3.955,85
구글,14,3,11,4.0,3.333,65
현대모비스,13,7,6,4.143,2.918,52
oled,20,13,7,9.286,2.647,282
디스플레이,9,8,1,4.429,1.473,191
올레드,3,0,3,0.714,1.239,21
롤러블,2,0,2,0.286,1.117,4
8k,2,0,2,0.429,0.95,5
vr,2,0,2,0.571,0.814,15
갤럭시,5,0,5,2.857,0.797,78
lcd,2,0,2,0.714,0.697,23
벤츠,7,26,-19,4.857,0.669,148
생산량,1,0,1,0.143,0.622,3
시야각,1,0,1,0.143,0.622,1
엔비디아,4,3,1,2.429,0.614,134
양산,2,1,1,1.0,0.5,28
엘지디스플레이,1,1,0,0.286,0.465,2
삼성전자,12,12,0,10.571,0.336,377
애플,8,9,-1,6.857,0.316,213
lg디스플레이,5,16,-11,4.143,0.282,111
레노버,8,18,-10,7.0,0.274,110
공급망,1,0,1,0.571,0.244,22
4k,1,0,1,0.714,0.155,11
boe,1,2,-1,0.714,0.155,34
기아,4,0,4,4.0,0.0,58
삼성디스플레이,4,1,3,4.0,0.0,146
tsmc,1,0,1,1.0,0.0,18
노트북,6,2,4,6.143,-0.041,105
tv,6,10,-4,6.571,-0.16,204
폴더블,3,3,0,3.571,-0.198,111
xr,3,1,2,3.714,-0.244,107
ar,1,0,1,1.571,-0.254,36
인텔,1,0,1,1.857,-0.363,56
메타,1,4,-3,2.857,-0.69,29
모니터,1,18,-17,4.0,-1.0,93
lg전자,3,2,1,8.429,-1.391,223
