--- Sentiment Scaling Log (2026-04-30) ---
--- (Topic_ID (Semantic_Key): raw_score -> final_score) ---
--------------------------------------------------
Topic 0 (XR_Device_Topic): score_raw=0.4498 -> score_final=0.4498
Topic 0 (XR_Device_Topic): score_raw=0.4350 -> score_final=0.4350
Topic 0 (XR_Device_Topic): score_raw=0.4348 -> score_final=0.4348
Topic 0 (XR_Device_Topic): score_raw=0.4408 -> score_final=0.4408
Topic 0 (XR_Device_Topic): score_raw=0.4501 -> score_final=0.4501
Topic 0 (XR_Device_Topic): score_raw=0.4431 -> score_final=0.4431
Topic 0 (XR_Device_Topic): score_raw=0.4441 -> score_final=0.4441
Topic 0 (XR_Device_Topic): score_raw=0.4445 -> score_final=0.4445
Topic 0 (XR_Device_Topic): score_raw=0.4483 -> score_final=0.4483
Topic 0 (XR_Device_Topic): score_raw=0.4398 -> score_final=0.4398
Topic 0 (XR_Device_Topic): score_raw=0.4438 -> score_final=0.4438
Topic 0 (XR_Device_Topic): score_raw=0.4472 -> score_final=0.4472
Topic 0 (XR_Device_Topic): score_raw=0.4480 -> score_final=0.4480
Topic 0 (XR_Device_Topic): score_raw=0.4306 -> score_final=0.4306
Topic 0 (XR_Device_Topic): score_raw=0.4502 -> score_final=0.4502
Topic 0 (XR_Device_Topic): score_raw=0.4362 -> score_final=0.4362
Topic 0 (XR_Device_Topic): score_raw=0.4469 -> score_final=0.4469
Topic 0 (XR_Device_Topic): score_raw=0.4316 -> score_final=0.4316
Topic 0 (XR_Device_Topic): score_raw=0.4454 -> score_final=0.4454
Topic 0 (XR_Device_Topic): score_raw=0.4396 -> score_final=0.4396
Topic 0 (XR_Device_Topic): score_raw=0.4402 -> score_final=0.4402
Topic 0 (XR_Device_Topic): score_raw=0.4561 -> score_final=0.4561
Topic 0 (XR_Device_Topic): score_raw=0.4496 -> score_final=0.4496
Topic 0 (XR_Device_Topic): score_raw=0.4458 -> score_final=0.4458
Topic 0 (XR_Device_Topic): score_raw=0.4428 -> score_final=0.4428
Topic 0 (XR_Device_Topic): score_raw=0.4409 -> score_final=0.4409
Topic 0 (XR_Device_Topic): score_raw=0.4473 -> score_final=0.4473
Topic 0 (XR_Device_Topic): score_raw=0.4481 -> score_final=0.4481
Topic 0 (XR_Device_Topic): score_raw=0.4437 -> score_final=0.4437
Topic 0 (XR_Device_Topic): score_raw=0.4507 -> score_final=0.4507
Topic 0 (XR_Device_Topic): score_raw=0.4410 -> score_final=0.4410
Topic 0 (XR_Device_Topic): score_raw=0.4417 -> score_final=0.4417
Topic 0 (XR_Device_Topic): score_raw=0.4415 -> score_final=0.4415
Topic 0 (XR_Device_Topic): score_raw=0.4403 -> score_final=0.4403
Topic 0 (XR_Device_Topic): score_raw=0.4474 -> score_final=0.4474
Topic 0 (XR_Device_Topic): score_raw=0.4470 -> score_final=0.4470
Topic 0 (XR_Device_Topic): score_raw=0.4363 -> score_final=0.4363
Topic 0 (XR_Device_Topic): score_raw=0.4268 -> score_final=0.4268
Topic 0 (XR_Device_Topic): score_raw=0.4426 -> score_final=0.4426
Topic 0 (XR_Device_Topic): score_raw=0.4365 -> score_final=0.4365
Topic 0 (XR_Device_Topic): score_raw=0.4437 -> score_final=0.4437
Topic 0 (XR_Device_Topic): score_raw=0.4521 -> score_final=0.4521
Topic 0 (XR_Device_Topic): score_raw=0.4454 -> score_final=0.4454
