term,cur,prev,diff,total,ma7,z_like
마이크로소프트,9,0,9,13,1.286,3.615
벤큐,4,0,4,11,0.571,1.953
아이패드,4,0,4,12,0.857,1.632
tcl,4,2,2,53,1.143,1.381
애플,11,2,9,258,6.571,1.243
모니터,5,3,2,129,2.286,1.081
비보,2,0,2,4,0.429,0.95
아마존,2,0,2,19,0.429,0.95
capex,1,0,1,1,0.143,0.622
woled,1,0,1,1,0.143,0.622
리벨리온,1,0,1,2,0.143,0.622
apple,1,0,1,4,0.143,0.622
태블릿,1,0,1,14,0.143,0.622
소니,1,0,1,26,0.143,0.622
스마트폰,4,1,3,119,2.571,0.549
퀄컴,2,0,2,17,1.0,0.5
양산,2,0,2,49,1.0,0.5
알파벳,1,1,0,4,0.286,0.465
bmw,1,0,1,6,0.286,0.465
boe,1,0,1,21,0.286,0.465
모바일,2,2,0,40,1.143,0.414
고효율,1,1,0,9,0.429,0.345
고성능,1,1,0,18,0.429,0.345
asus,1,0,1,15,0.571,0.244
삼성디스플레이,1,1,0,90,0.714,0.155
xr,3,3,0,128,3.143,-0.052
sk하이닉스,1,0,1,85,1.429,-0.195
노트북,3,2,1,152,5.571,-0.765
