term,cur,prev,diff,ma7,z_like,total,date
기아,12,0,12,2.0,4.142,32,2026-07-17
선익시스템,9,0,9,3.857,1.735,43,2026-07-17
게이밍모니터,3,0,3,0.429,1.554,11,2026-07-17
폴더블,12,17,-5,6.571,1.523,182,2026-07-17
oled,15,5,10,9.0,1.5,269,2026-07-17
벤큐,3,0,3,0.571,1.383,8,2026-07-17
디스플레이,11,19,-8,7.571,0.914,257,2026-07-17
tcl,3,0,3,1.143,0.898,32,2026-07-17
tsmc,3,0,3,1.286,0.803,16,2026-07-17
sharp,3,0,3,1.429,0.716,25,2026-07-17
모니터,4,0,4,2.286,0.682,105,2026-07-17
엔비디아,4,3,1,2.286,0.682,88,2026-07-17
fhd,1,0,1,0.143,0.622,3,2026-07-17
증착기,1,0,1,0.143,0.622,1,2026-07-17
ar,2,1,1,0.857,0.593,45,2026-07-17
스마트폰,6,2,4,4.286,0.558,106,2026-07-17
공급망,3,4,-1,1.714,0.557,54,2026-07-17
tv,6,4,2,4.429,0.506,194,2026-07-17
amd,1,0,1,0.429,0.345,9,2026-07-17
bmw,1,0,1,0.429,0.345,16,2026-07-17
dell,1,0,1,0.429,0.345,7,2026-07-17
lcd,1,0,1,0.429,0.345,15,2026-07-17
아이패드,1,2,-1,0.429,0.345,32,2026-07-17
xr,3,2,1,2.286,0.284,128,2026-07-17
인텔,3,2,1,2.286,0.284,38,2026-07-17
갤럭시,5,4,1,4.143,0.282,98,2026-07-17
퀄컴,1,2,-1,0.571,0.244,30,2026-07-17
삼성전자,11,16,-5,10.143,0.205,330,2026-07-17
lg전자,10,16,-6,9.286,0.176,315,2026-07-17
레노버,1,0,1,0.857,0.074,42,2026-07-17
hp,2,10,-8,2.143,-0.058,37,2026-07-17
qled,1,7,-6,1.143,-0.069,9,2026-07-17
lg디스플레이,1,0,1,1.571,-0.254,99,2026-07-17
노트북,2,3,-1,3.0,-0.366,104,2026-07-17
구글,1,5,-4,2.143,-0.464,41,2026-07-17
애플,8,8,0,10.0,-0.481,345,2026-07-17
모바일,2,4,-2,3.857,-0.627,51,2026-07-17
아이폰,1,2,-1,3.571,-0.89,102,2026-07-17
삼성디스플레이,1,2,-1,3.714,-0.927,66,2026-07-17
sk하이닉스,3,2,1,6.857,-1.066,141,2026-07-17
엔비디아,16,4,12,3.571,4.301,99,2026-07-18
애플,18,8,10,11.857,1.382,349,2026-07-18
알파벳,2,0,2,0.286,1.117,6,2026-07-18
xr,5,3,2,2.857,0.797,95,2026-07-18
아이패드,2,1,1,0.714,0.697,34,2026-07-18
meta,1,0,1,0.143,0.622,1,2026-07-18
갤럭시,6,5,1,4.286,0.558,102,2026-07-18
dell,1,1,0,0.286,0.465,8,2026-07-18
양산,1,0,1,0.571,0.244,40,2026-07-18
lcd,1,1,0,0.571,0.244,16,2026-07-18
퀄컴,1,1,0,0.571,0.244,26,2026-07-18
벤큐,1,3,-2,0.571,0.244,9,2026-07-18
ar,1,2,-1,1.0,0.0,43,2026-07-18
노트북,3,2,1,3.143,-0.052,101,2026-07-18
구글,2,1,1,2.286,-0.114,41,2026-07-18
기아,2,12,-10,2.286,-0.114,34,2026-07-18
인텔,2,3,-1,2.429,-0.168,39,2026-07-18
tsmc,1,3,-2,1.429,-0.195,17,2026-07-18
스마트폰,3,6,-3,4.429,-0.46,105,2026-07-18
모니터,1,4,-3,2.143,-0.464,106,2026-07-18
tv,2,6,-4,3.571,-0.544,182,2026-07-18
oled,4,15,-11,6.143,-0.616,267,2026-07-18
sk하이닉스,2,3,-1,3.857,-0.627,140,2026-07-18
모바일,1,2,-1,3.857,-0.964,52,2026-07-18
폴더블,2,12,-10,6.143,-1.191,174,2026-07-18
lg전자,4,10,-6,8.714,-1.193,315,2026-07-18
삼성전자,4,11,-7,9.0,-1.25,324,2026-07-18
디스플레이,2,11,-9,7.286,-1.429,244,2026-07-18
ar,4,1,3,1.429,1.171,43,2026-07-19
샤오펑,2,0,2,0.286,1.117,2,2026-07-19
갤럭시,9,6,3,5.429,1.073,107,2026-07-19
bmw,2,0,2,0.571,0.814,15,2026-07-19
카카오,2,0,2,0.571,0.814,13,2026-07-19
z폴드,1,0,1,0.143,0.622,2,2026-07-19
z플립,1,0,1,0.143,0.622,1,2026-07-19
수율,1,0,1,0.143,0.622,3,2026-07-19
퀄컴,2,1,1,0.857,0.593,27,2026-07-19
byd,1,0,1,0.286,0.465,14,2026-07-19
lg화학,1,0,1,0.286,0.465,18,2026-07-19
태블릿,1,0,1,0.429,0.345,9,2026-07-19
알파벳,1,2,-1,0.429,0.345,7,2026-07-19
양산,1,1,0,0.571,0.244,38,2026-07-19
애플,12,18,-6,11.286,0.164,349,2026-07-19
모니터,2,1,1,2.143,-0.058,103,2026-07-19
lg디스플레이,1,0,1,1.143,-0.069,96,2026-07-19
tv,3,2,1,3.571,-0.198,172,2026-07-19
스마트폰,4,3,1,4.714,-0.225,106,2026-07-19
엔비디아,3,16,-13,4.0,-0.333,99,2026-07-19
노트북,2,3,-1,3.286,-0.457,96,2026-07-19
hp,1,0,1,2.143,-0.464,37,2026-07-19
기아,1,2,-1,2.286,-0.512,35,2026-07-19
xr,1,5,-4,3.0,-0.732,86,2026-07-19
sk하이닉스,1,2,-1,3.143,-0.773,137,2026-07-19
lg전자,4,4,0,8.714,-1.193,307,2026-07-19
삼성전자,3,4,-1,8.857,-1.473,315,2026-07-19
oled,1,4,-3,6.143,-1.478,265,2026-07-19
