term,cur,prev,diff,ma7,z_like,total
lg전자,38,8,30,9.571,6.944,209
tv,31,7,24,8.571,5.71,298
벤츠,16,1,15,2.571,5.158,34
올레드,15,1,14,2.571,4.774,24
uhd,12,0,12,1.857,4.293,14
모니터,25,13,12,8.714,4.121,165
퀄컴,18,3,15,5.429,3.775,70
샤오미,6,0,6,1.143,2.348,46
삼성전자,26,26,0,15.143,2.22,521
기아,5,1,4,1.429,1.627,20
tcl,6,1,5,2.286,1.479,73
sk하이닉스,7,2,5,3.0,1.464,72
필립스,2,0,2,0.286,1.117,8
asus,4,7,-3,1.857,0.907,25
스마트폰,5,2,3,3.0,0.732,117
고성능,2,0,2,0.857,0.593,19
공급망,2,1,1,1.0,0.5,36
hp,1,0,1,0.286,0.465,46
원익ips,1,1,0,0.286,0.465,4
갤럭시,4,5,-1,2.857,0.425,239
xr,4,5,-1,3.0,0.366,121
csot,1,0,1,0.429,0.345,4
수율,1,0,1,0.429,0.345,5
오포,1,1,0,0.429,0.345,15
구글,2,1,1,1.286,0.335,51
현대모비스,2,0,2,1.429,0.26,31
boe,1,1,0,0.714,0.155,22
메타,1,0,1,0.857,0.074,20
인텔,1,0,1,1.143,-0.069,33
bmw,1,3,-2,1.286,-0.134,15
디스플레이,5,5,0,6.714,-0.477,254
모바일,1,2,-1,2.571,-0.604,62
vr,1,3,-2,3.0,-0.732,44
노트북,3,3,0,5.571,-0.765,134
엔비디아,1,1,0,3.286,-0.813,203
삼성디스플레이,2,13,-11,4.571,-0.819,82
oled,5,5,0,8.286,-0.847,340
아이폰,2,9,-7,5.286,-0.996,107
폴더블,1,5,-4,4.714,-1.171,100
애플,3,12,-9,9.286,-1.553,266
양산,1,2,-1,7.286,-1.699,62
lg디스플레이,1,3,-2,8.714,-1.952,156
