term,cur,diff,z_like
lg전자,38,30,6.94
tv,31,24,5.71
벤츠,16,15,5.16
올레드,15,14,4.77
uhd,12,12,4.29
모니터,25,12,4.12
퀄컴,18,15,3.78
샤오미,6,6,2.35
기아,5,4,1.63
