term,cur,prev,diff,total,ma7,z_like
레노버,27,0,27,72,5.0,6.798
oled,27,1,26,256,7.571,5.179
엔비디아,21,1,20,200,5.0,4.944
bmw,8,0,8,19,1.429,2.994
byd,4,0,4,16,0.714,1.781
kaist,3,0,3,10,0.429,1.554
노트북,7,2,5,95,3.0,1.464
아이폰,5,0,5,77,2.143,1.16
한미반도체,2,0,2,5,0.286,1.117
기아,4,1,3,21,1.571,1.078
갤럭시북,1,0,1,3,0.143,0.622
오포,1,0,1,3,0.143,0.622
csot,1,0,1,4,0.143,0.622
원익ips,1,0,1,4,0.143,0.622
딥엑스,1,0,1,6,0.143,0.622
뷰소닉,1,0,1,6,0.143,0.622
lcd,2,2,0,20,0.857,0.593
소니,1,0,1,6,0.286,0.465
4k,1,0,1,7,0.286,0.465
nvidia,1,0,1,17,0.286,0.465
qled,1,0,1,17,0.286,0.465
sharp,1,0,1,12,0.429,0.345
양산,1,0,1,13,0.571,0.244
공급망,1,0,1,35,0.571,0.244
스마트폰,2,1,1,72,1.571,0.19
알파벳,1,1,0,10,1.143,-0.069
삼성디스플레이,1,0,1,45,1.429,-0.195
인텔,1,0,1,61,1.429,-0.195
tv,5,1,4,229,5.714,-0.211
lg전자,2,0,2,205,3.0,-0.366
xr,3,1,2,127,4.429,-0.46
