term,cur,prev,diff,total,ma7,z_like
삼성전자,26,33,-7,535,25.429,0.095
엔비디아,25,9,16,199,8.714,4.121
lg전자,23,22,1,331,15.714,1.468
레노버,14,3,11,93,6.714,2.029
tv,13,8,5,239,8.714,1.084
애플,12,7,5,344,10.714,0.301
아이폰,11,5,6,130,5.143,1.792
구글,7,2,5,92,2.857,1.54
폴더블,7,7,0,241,5.571,0.425
oled,7,9,-2,318,6.857,0.039
디스플레이,7,3,4,195,8.286,-0.331
하이센스,4,0,4,11,0.571,1.953
갤럭시,4,8,-4,146,6.143,-0.616
노트북,4,1,3,113,6.857,-0.79
apple,3,0,3,8,0.429,1.554
맥북,3,1,2,19,0.857,1.113
아마존,3,0,3,14,0.857,1.113
고효율,3,2,1,10,1.143,0.898
모니터,3,3,0,158,3.857,-0.289
올레드,2,0,2,11,0.286,1.117
lg디스플레이,2,3,-1,66,1.143,0.414
boe,2,1,1,20,1.571,0.19
ar,2,3,-1,62,1.857,0.06
amd,2,0,2,15,1.857,0.06
xr,2,2,0,73,2.286,-0.114
sk하이닉스,2,3,-1,68,2.429,-0.168
애플워치,1,0,1,6,0.143,0.622
8k,1,0,1,2,0.143,0.622
필립스,1,0,1,2,0.143,0.622
고휘도,1,0,1,1,0.143,0.622
올레드tv,1,0,1,1,0.143,0.622
태블릿,1,0,1,10,0.429,0.345
저전력,1,0,1,3,0.429,0.345
소니,1,0,1,11,0.571,0.244
아이패드,1,0,1,7,0.571,0.244
현대모비스,1,1,0,6,0.571,0.244
퀄컴,1,0,1,21,0.714,0.155
카카오,1,0,1,45,1.286,-0.134
샤오미,1,2,-1,30,1.571,-0.254
삼성디스플레이,1,1,0,74,2.857,-0.69
모바일,1,3,-2,52,3.143,-0.773
tcl,1,0,1,58,4.571,-1.138
