date,topic_id,avg_sentiment,article_count
2025-10-18,0,0.4674,25
2025-10-18,1,0.4662,33
2025-10-18,2,0.4675,29
2025-10-18,3,0.4669,32
2025-10-18,4,0.4659,27
2025-10-18,5,0.4666,29
2025-10-18,6,0.4661,28
2025-10-18,7,0.4653,27
