term,cur,prev,diff,total,ma7,z_like
삼성디스플레이,20,1,19,72,3.571,5.685
lcd,3,1,2,24,0.857,1.113
macbook,1,0,1,2,0.143,0.622
iphone,1,0,1,3,0.286,0.465
bmw,1,1,0,6,0.286,0.465
byd,1,0,1,9,0.286,0.465
apple,1,0,1,4,0.429,0.345
vr,1,0,1,22,0.429,0.345
모바일,1,0,1,47,0.429,0.345
현대모비스,2,0,2,19,1.286,0.335
sharp,1,1,0,11,0.571,0.244
ar,2,2,0,34,1.571,0.19
메타,1,0,1,19,0.714,0.155
양산,1,1,0,24,0.857,0.074
갤럭시,4,1,3,248,3.857,0.048
인텔,1,0,1,15,1.0,0.0
tcl,1,0,1,85,1.0,0.0
구글,1,0,1,63,2.143,-0.464
맥북,1,1,0,94,4.857,-1.204
