term,cur,prev,diff,total,ma7,z_like
현대모비스,7,0,7,21,1.0,3.0
lg디스플레이,4,0,4,110,1.143,1.381
오포,2,0,2,7,0.571,0.814
갤럭시,12,2,10,235,9.143,0.71
구글,3,3,0,64,1.571,0.634
텐센트,1,0,1,1,0.143,0.622
4k,1,0,1,3,0.143,0.622
bmw,1,0,1,5,0.143,0.622
설비투자,1,0,1,13,0.143,0.622
boe,1,0,1,43,0.286,0.465
asus,1,1,0,12,0.429,0.345
벤츠,1,0,1,19,0.571,0.244
폴더블,2,1,1,51,1.571,0.19
lcd,1,1,0,62,0.714,0.155
한미반도체,1,1,0,32,1.0,0.0
화웨이,1,0,1,11,1.143,-0.069
노트북,4,3,1,112,4.286,-0.093
sk하이닉스,2,0,2,57,2.286,-0.114
아이폰,1,0,1,53,1.857,-0.363
레노버,3,1,2,52,4.571,-0.501
oled,2,2,0,335,12.429,-2.304
