term,cur,prev,diff,total,ma7,z_like
갤럭시,12,2,10,235,9.143,0.71
현대모비스,7,0,7,21,1.0,3.0
모니터,7,5,2,117,4.0,1.0
tv,6,21,-15,299,7.429,-0.383
디스플레이,6,4,2,235,7.714,-0.454
모바일,5,4,1,52,3.429,0.551
tcl,5,32,-27,87,5.857,-0.251
삼성전자,5,8,-3,388,12.857,-1.713
lg디스플레이,4,0,4,110,1.143,1.381
노트북,4,3,1,112,4.286,-0.093
구글,3,3,0,64,1.571,0.634
xr,3,4,-1,89,3.714,-0.244
레노버,3,1,2,52,4.571,-0.501
qled,3,30,-27,37,4.714,-0.541
lg전자,3,7,-4,205,6.0,-0.87
맥북,3,8,-5,63,6.143,-0.904
오포,2,0,2,7,0.571,0.814
폴더블,2,1,1,51,1.571,0.19
sk하이닉스,2,0,2,57,2.286,-0.114
엔비디아,2,8,-6,114,2.857,-0.319
스마트폰,2,4,-2,95,5.0,-0.927
애플,2,13,-11,217,11.0,-2.085
oled,2,2,0,335,12.429,-2.304
설비투자,1,0,1,13,0.143,0.622
bmw,1,0,1,5,0.143,0.622
4k,1,0,1,3,0.143,0.622
텐센트,1,0,1,1,0.143,0.622
boe,1,0,1,43,0.286,0.465
asus,1,1,0,12,0.429,0.345
벤츠,1,0,1,19,0.571,0.244
lcd,1,1,0,62,0.714,0.155
한미반도체,1,1,0,32,1.0,0.0
화웨이,1,0,1,11,1.143,-0.069
아이폰,1,0,1,53,1.857,-0.363
