term,cur,prev,diff,total,ma7,z_like
삼성전자,31,12,19,501,19.714,2.075
애플,17,15,2,206,7.143,2.684
oled,17,7,10,264,12.0,1.12
삼성디스플레이,12,1,11,116,10.857,0.266
아이폰,7,2,5,70,2.714,1.619
스마트폰,5,1,4,77,1.714,1.423
tv,5,11,-6,218,6.0,-0.29
디스플레이,5,24,-19,205,8.429,-0.878
양산,3,1,2,20,0.857,1.113
tsmc,3,1,2,10,0.857,1.113
인텔,3,2,1,70,1.286,0.803
구글,3,1,2,34,1.714,0.557
모니터,3,3,0,94,3.143,-0.052
엔비디아,3,2,1,248,5.143,-0.656
lg전자,3,9,-6,197,9.0,-1.5
아이패드,2,0,2,12,0.429,0.95
레노버,2,1,1,76,0.714,0.697
현대모비스,2,1,1,44,1.143,0.414
lg디스플레이,2,2,0,118,2.286,-0.114
노트북,2,3,-1,100,2.286,-0.114
xr,2,5,-3,97,3.0,-0.366
bmw,1,0,1,16,0.143,0.622
갤럭시북,1,0,1,4,0.143,0.622
udc,1,0,1,2,0.143,0.622
sharp,1,0,1,10,0.286,0.465
fmm,1,1,0,3,0.286,0.465
증착기,1,1,0,2,0.286,0.465
lcd,1,0,1,16,0.429,0.345
lg화학,1,0,1,16,0.429,0.345
hp,1,0,1,15,0.429,0.345
kaist,1,3,-2,14,0.571,0.244
amd,1,0,1,33,0.714,0.155
asus,1,2,-1,19,0.714,0.155
ppi,1,1,0,5,0.714,0.155
sk하이닉스,1,0,1,37,0.857,0.074
마이크로소프트,1,5,-4,8,0.857,0.074
모바일,1,1,0,47,1.143,-0.069
고성능,1,0,1,20,1.571,-0.254
기아,1,0,1,34,2.143,-0.464
boe,1,1,0,37,2.714,-0.648
폴더블,1,3,-2,74,3.571,-0.89
