term,cur,prev,diff,ma7,z_like,total
소니,24,16,8,5.714,5.393,49
tcl,19,11,8,4.429,4.694,70
삼성디스플레이,16,0,16,3.143,4.637,175
레노버,14,3,11,2.571,4.39,110
tv,33,67,-34,18.429,2.753,416
고성능,7,1,6,1.571,2.409,23
oled,27,43,-16,16.286,2.128,517
갤럭시,6,8,-2,2.429,1.396,75
현대모비스,2,0,2,0.286,1.117,31
태블릿,2,0,2,0.429,0.95,14
lg전자,10,19,-9,7.286,0.734,362
모바일,3,3,0,1.429,0.716,63
sony,1,0,1,0.143,0.622,1
아이폰,4,1,3,2.571,0.549,63
터치id,1,0,1,0.286,0.465,2
kaist,1,1,0,0.286,0.465,28
ltpo,1,1,0,0.286,0.465,2
xr,2,1,1,1.286,0.335,54
asus,1,1,0,0.571,0.244,10
기아,1,2,-1,0.714,0.155,59
디스플레이,8,3,5,7.429,0.153,240
폴더블,2,0,2,1.714,0.124,75
boe,1,3,-2,1.0,0.0,20
엔비디아,2,5,-3,2.0,0.0,93
인텔,1,2,-1,1.143,-0.069,53
애플,5,1,4,5.857,-0.251,158
lg디스플레이,1,2,-1,1.714,-0.309,123
삼성전자,7,19,-12,8.429,-0.366,506
노트북,4,9,-5,5.571,-0.468,134
sk하이닉스,1,3,-2,3.0,-0.732,51
스마트폰,1,8,-7,3.0,-0.732,88
모니터,1,16,-15,3.857,-0.964,222
