cluster_id,keywords
0,"개발, 환경, 인프라, 설계, 효율, 품질, 구현, 예정, 최적화, 성장, 계획"
1,"미국, 인사, 고성능, 폴더블, 브랜드, 지속, 그룹, 6세대, 리더, 대상, 라인, 이하, 중이다, 겨울, 전시, 뉴욕, 양산, 건조, 게임, 브라운더스트2, 전문가, 보상, 모듈, 감소, 정보, 더욱, 연결, 논의, 카메라, 인기, 뷰티, 패널, 공간, 클라우드, 이용, 출시, 가능, 경험, 결과, 부사장, 역할, 차세대, 변화, 핵심, 공동, 시리즈, 승진"
2,"체제, 시스템"
3,애플
4,반도체
5,"스마트폰, 갤럭시, 태블릿, 삼성, 배터리"
6,중국
7,"구글, 사장, 생산, 조직, 매출, 특허, 임원, 경영, 공장, 상무, 작업, 기업들, 판매"
