term,cur,prev,diff,ma7,z_like,total
세미파이브,8,0,8,1.143,3.314,12
삼성전자,28,10,18,13.286,3.168,434
tcl,22,0,22,10.857,2.594,112
백플레인,5,0,5,0.714,2.323,5
기아,5,0,5,1.143,1.864,62
맥북,4,0,4,0.857,1.632,14
갤럭시,8,0,8,3.714,1.464,83
tv,37,25,12,28.714,1.303,443
노트북,9,4,5,4.857,1.293,145
asus,4,0,4,1.286,1.272,17
디스플레이,10,4,6,6.0,1.16,256
그램,2,0,2,0.286,1.117,31
lg디스플레이,4,1,3,1.857,0.907,109
애플,8,2,6,5.286,0.823,167
사이니지,4,11,-7,2.143,0.754,16
hdr,1,0,1,0.143,0.622,8
hisense,1,0,1,0.143,0.622,1
벤츠,1,0,1,0.143,0.622,17
하이센스,1,0,1,0.143,0.622,24
tsmc,2,1,1,0.857,0.593,27
메타,2,2,0,1.0,0.5,25
csot,1,0,1,0.286,0.465,4
아이패드,1,0,1,0.286,0.465,5
양산,2,1,1,1.143,0.414,35
amd,1,0,1,0.429,0.345,29
엔비디아,2,0,2,1.429,0.26,82
sk하이닉스,2,3,-1,1.429,0.26,49
구글,2,3,-1,1.429,0.26,59
스마트폰,5,0,5,4.571,0.137,102
폴더블,1,0,1,0.857,0.074,63
vr,1,1,0,1.0,0.0,16
모바일,1,0,1,1.286,-0.134,54
ar,1,1,0,1.286,-0.134,32
모니터,3,2,1,3.857,-0.289,141
아이폰,1,2,-1,2.0,-0.414,61
lg전자,7,15,-8,9.714,-0.659,348
hp,1,0,1,4.143,-1.035,70
oled,8,2,6,14.143,-1.29,493
소니,4,0,4,10.286,-1.494,81
