term,cur,prev,diff,ma7,z_like,total
롤러블,1,0,1,0.143,0.622,1
알파벳,1,0,1,0.143,0.622,7
lg화학,1,0,1,0.286,0.465,7
설비투자,1,0,1,0.286,0.465,5
소니,1,0,1,0.429,0.345,17
tsmc,1,2,-1,0.429,0.345,17
스마트폰,5,0,5,4.0,0.333,86
ar,1,0,1,0.714,0.155,27
양산,2,0,2,1.714,0.124,22
애플,6,3,3,6.0,0.0,203
수율,1,3,-2,1.0,0.0,9
퀄컴,1,3,-2,1.0,0.0,23
sk하이닉스,1,1,0,1.143,-0.069,35
모바일,1,0,1,1.286,-0.134,35
인텔,1,1,0,1.286,-0.134,49
폴더블,2,1,1,2.571,-0.219,64
기아,1,2,-1,1.857,-0.363,27
tv,7,2,5,8.857,-0.467,326
노트북,2,1,1,3.571,-0.544,128
공급망,1,2,-1,2.714,-0.648,53
xr,1,2,-1,3.571,-0.89,99
oled,2,2,0,5.429,-1.03,261
엔비디아,1,0,1,4.143,-1.035,104
lg전자,3,5,-2,8.143,-1.335,238
모니터,3,1,2,11.143,-1.877,139
삼성전자,16,5,11,28.429,-1.963,684
구글,1,2,-1,9.0,-2.0,116
