term,cur,prev,diff,total,ma7,z_like
엔비디아,17,45,-28,121,16.143,0.171
tv,5,10,-5,108,7.286,-0.618
애플,4,17,-13,174,6.429,-0.687
삼성전자,4,34,-30,407,24.571,-3.453
ar,3,1,2,19,0.714,1.239
현대모비스,3,2,1,24,1.571,0.634
모니터,3,7,-4,51,2.143,0.348
nvidia,2,3,-1,6,0.857,0.593
구글,2,0,2,33,1.571,0.19
amd,2,8,-6,37,2.0,0.0
현대차,2,8,-6,37,2.714,-0.27
갤럭시,2,0,2,62,3.286,-0.457
샤오미,1,0,1,7,0.143,0.622
vr,1,0,1,3,0.143,0.622
갤럭시북,1,1,0,2,0.286,0.465
태블릿,1,0,1,17,0.714,0.155
메타,1,1,0,9,0.857,0.074
고성능,1,0,1,22,1.0,0.0
sk하이닉스,1,4,-3,40,2.0,-0.414
스마트폰,1,4,-3,44,2.429,-0.558
노트북,1,9,-8,35,3.286,-0.813
인텔,1,0,1,39,4.714,-1.171
xr,1,4,-3,100,5.0,-1.236
lg전자,1,38,-37,160,9.857,-2.14
