date,topic_id,avg_sentiment,article_count
2025-10-16,0,0.4664,26
2025-10-16,1,0.4653,18
2025-10-16,2,0.465,25
2025-10-16,3,0.4654,25
2025-10-16,4,0.4664,26
2025-10-16,5,0.4664,26
2025-10-16,6,0.465,24
2025-10-16,7,0.4662,24
2025-10-16,8,0.4654,24
2025-10-16,9,0.4642,21
2025-10-16,10,0.4654,24
2025-10-16,11,0.4653,26
2025-10-16,12,0.4662,27
2025-10-16,13,0.4666,26
