term,cur,prev,diff,ma7,z_like,total,date
lg디스플레이,33,14,19,8.0,6.53,125,2026-04-24
퀀텀닷,13,0,13,1.857,4.716,13,2026-04-24
디스플레이,36,19,17,15.857,4.043,229,2026-04-24
oled,25,63,-38,16.0,1.8,375,2026-04-24
xr,12,4,8,5.857,1.796,124,2026-04-24
노트북,6,2,4,3.286,0.965,134,2026-04-24
모니터,5,2,3,2.571,0.933,163,2026-04-24
스마트폰,6,8,-2,3.571,0.84,127,2026-04-24
ar,3,0,3,1.429,0.716,50,2026-04-24
엔비디아,3,2,1,1.429,0.716,88,2026-04-24
태블릿,2,1,1,0.714,0.697,15,2026-04-24
amoled,1,0,1,0.143,0.622,2,2026-04-24
설비투자,1,0,1,0.143,0.622,3,2026-04-24
수율,1,0,1,0.143,0.622,10,2026-04-24
패드,1,0,1,0.143,0.622,2,2026-04-24
하이센스,1,0,1,0.143,0.622,1,2026-04-24
해상도,1,0,1,0.143,0.622,3,2026-04-24
고성능,1,0,1,0.286,0.465,22,2026-04-24
고효율,1,0,1,0.286,0.465,6,2026-04-24
마이크로소프트,1,0,1,0.286,0.465,4,2026-04-24
샤오미,1,0,1,0.286,0.465,16,2026-04-24
엘지전자,1,1,0,0.286,0.465,2,2026-04-24
lg화학,1,0,1,0.429,0.345,47,2026-04-24
vr,1,0,1,0.429,0.345,22,2026-04-24
레노버,1,1,0,0.429,0.345,56,2026-04-24
4k,1,0,1,0.571,0.244,14,2026-04-24
asus,1,1,0,0.857,0.074,18,2026-04-24
공급망,2,1,1,2.429,-0.168,39,2026-04-24
아이폰,1,2,-1,1.429,-0.195,109,2026-04-24
구글,1,1,0,1.571,-0.254,83,2026-04-24
sk하이닉스,2,7,-5,2.714,-0.27,87,2026-04-24
인텔,1,0,1,1.714,-0.309,30,2026-04-24
갤럭시,1,5,-4,2.0,-0.414,90,2026-04-24
삼성전자,17,33,-16,19.429,-0.449,535,2026-04-24
lg전자,4,21,-17,6.857,-0.79,294,2026-04-24
애플,5,12,-7,8.571,-0.909,259,2026-04-24
tv,5,10,-5,9.0,-1.0,457,2026-04-24
폴더블,2,3,-1,5.857,-1.128,158,2026-04-24
인텔,7,1,6,2.143,1.971,36,2026-04-25
노트북,9,6,3,4.286,1.535,140,2026-04-25
카카오,3,0,3,0.571,1.383,12,2026-04-25
기아,3,0,3,1.0,1.0,50,2026-04-25
수율,2,1,1,0.429,0.95,11,2026-04-25
아이폰,3,1,2,1.571,0.634,110,2026-04-25
고해상도,1,0,1,0.143,0.622,5,2026-04-25
애플워치,1,0,1,0.143,0.622,4,2026-04-25
현대모비스,1,0,1,0.143,0.622,11,2026-04-25
asus,2,1,1,1.0,0.5,16,2026-04-25
amd,1,0,1,0.286,0.465,13,2026-04-25
sharp,1,0,1,0.286,0.465,6,2026-04-25
비보,1,0,1,0.286,0.465,2,2026-04-25
tsmc,1,0,1,0.429,0.345,19,2026-04-25
메타,1,0,1,0.429,0.345,30,2026-04-25
sk하이닉스,4,2,2,3.143,0.309,84,2026-04-25
퀄컴,1,0,1,0.714,0.155,12,2026-04-25
4k,1,1,0,0.714,0.155,15,2026-04-25
모바일,1,0,1,1.0,0.0,59,2026-04-25
퀀텀닷,2,13,-11,2.143,-0.058,15,2026-04-25
lg디스플레이,8,33,-25,8.429,-0.11,132,2026-04-25
ar,1,3,-2,1.286,-0.134,51,2026-04-25
엔비디아,1,3,-2,1.429,-0.195,88,2026-04-25
공급망,2,2,0,2.571,-0.219,39,2026-04-25
tv,7,5,2,8.857,-0.467,433,2026-04-25
xr,3,12,-9,4.857,-0.58,123,2026-04-25
lg전자,5,4,1,7.429,-0.652,261,2026-04-25
폴더블,3,2,1,6.0,-0.87,160,2026-04-25
스마트폰,1,6,-5,3.714,-0.927,123,2026-04-25
애플,5,5,0,8.714,-0.94,261,2026-04-25
삼성디스플레이,1,0,1,4.429,-1.104,108,2026-04-25
삼성전자,10,17,-7,17.0,-1.366,519,2026-04-25
벤츠,1,0,1,6.571,-1.563,52,2026-04-25
oled,7,25,-18,16.571,-1.888,377,2026-04-25
디스플레이,4,36,-32,14.429,-2.173,228,2026-04-25
아이폰,6,3,3,2.429,1.396,114,2026-04-26
구글,2,0,2,0.571,0.814,75,2026-04-26
샤오펑,1,0,1,0.143,0.622,1,2026-04-26
맥북,1,0,1,0.286,0.465,12,2026-04-26
샤오미,1,0,1,0.286,0.465,11,2026-04-26
아마존,1,0,1,0.286,0.465,19,2026-04-26
byd,1,0,1,0.429,0.345,10,2026-04-26
레노버,1,0,1,0.571,0.244,51,2026-04-26
메타,1,1,0,0.571,0.244,31,2026-04-26
수율,1,2,-1,0.571,0.244,12,2026-04-26
공급망,3,2,1,2.571,0.165,40,2026-04-26
선익시스템,1,0,1,0.714,0.155,17,2026-04-26
hp,1,0,1,1.143,-0.069,28,2026-04-26
기아,1,3,-2,1.143,-0.069,50,2026-04-26
ar,1,1,0,1.429,-0.195,52,2026-04-26
갤럭시,1,0,1,1.571,-0.254,87,2026-04-26
인텔,1,7,-6,2.0,-0.414,32,2026-04-26
노트북,3,9,-6,4.429,-0.46,140,2026-04-26
퀀텀닷,1,2,-1,2.286,-0.512,16,2026-04-26
tv,6,7,-1,9.286,-0.812,386,2026-04-26
xr,2,3,-1,4.714,-0.856,121,2026-04-26
스마트폰,1,1,0,3.571,-0.89,123,2026-04-26
애플,5,5,0,8.714,-0.94,259,2026-04-26
lg전자,3,5,-2,7.571,-1.219,204,2026-04-26
벤츠,1,1,0,6.571,-1.563,53,2026-04-26
lg디스플레이,2,8,-6,8.714,-1.699,134,2026-04-26
삼성전자,5,10,-5,16.857,-2.322,512,2026-04-26
디스플레이,2,4,-2,14.571,-2.61,230,2026-04-26
oled,1,7,-6,16.714,-3.088,336,2026-04-26
byd,2,1,1,0.571,0.814,12,2026-04-27
구글,2,2,0,0.857,0.593,74,2026-04-27
증착기,1,0,1,0.286,0.465,3,2026-04-27
모니터,3,0,3,2.143,0.348,125,2026-04-27
bmw,1,0,1,0.429,0.345,7,2026-04-27
샤오미,1,1,0,0.429,0.345,12,2026-04-27
갤럭시,2,1,1,1.429,0.26,88,2026-04-27
선익시스템,1,1,0,0.857,0.074,13,2026-04-27
노트북,4,3,1,4.429,-0.138,141,2026-04-27
아이폰,2,6,-4,2.714,-0.27,115,2026-04-27
화웨이,1,0,1,2.0,-0.414,32,2026-04-27
공급망,1,3,-2,2.429,-0.558,40,2026-04-27
sk하이닉스,1,0,1,3.0,-0.732,81,2026-04-27
xr,2,2,0,4.286,-0.744,121,2026-04-27
lg전자,5,3,2,8.0,-0.784,201,2026-04-27
폴더블,2,0,2,6.0,-1.16,155,2026-04-27
애플,4,5,-1,9.0,-1.25,253,2026-04-27
lg디스플레이,3,2,1,9.143,-1.527,137,2026-04-27
tv,1,6,-5,7.429,-1.726,366,2026-04-27
삼성전자,5,5,0,13.571,-1.83,485,2026-04-27
디스플레이,2,2,0,11.571,-2.174,229,2026-04-27
oled,4,1,3,16.857,-2.518,327,2026-04-27
hp,8,0,8,1.429,2.994,34,2026-04-28
tv,19,1,18,9.143,2.45,385,2026-04-28
양산,4,0,4,0.714,1.781,48,2026-04-28
폴더블,10,2,8,4.571,1.73,164,2026-04-28
엔비디아,5,0,5,1.571,1.521,88,2026-04-28
퀄컴,4,0,4,1.286,1.272,16,2026-04-28
아이패드,2,0,2,0.286,1.117,9,2026-04-28
아이폰,6,2,4,3.286,0.965,116,2026-04-28
하이센스,2,0,2,0.429,0.95,3,2026-04-28
스마트폰,6,0,6,3.571,0.84,127,2026-04-28
삼성전자,19,5,14,15.571,0.693,499,2026-04-28
애플,12,4,8,9.286,0.671,262,2026-04-28
뷰소닉,1,0,1,0.143,0.622,1,2026-04-28
비보북,1,0,1,0.143,0.622,1,2026-04-28
요가,1,0,1,0.143,0.622,1,2026-04-28
xr,6,2,4,4.429,0.506,126,2026-04-28
고효율,1,0,1,0.286,0.465,7,2026-04-28
맥북,1,0,1,0.286,0.465,12,2026-04-28
설비투자,1,0,1,0.286,0.465,3,2026-04-28
