term,cur,prev,diff,ma7,z_like,total
oled,35,36,-1,14.429,4.287,327
etri,5,0,5,0.714,2.323,14
디스플레이,19,14,5,9.714,2.256,264
lg디스플레이,6,2,4,1.429,2.082,102
저전력,3,0,3,0.429,1.554,3
갤럭시,15,11,4,10.286,1.121,149
boe,2,0,2,0.286,1.117,27
kaist,3,4,-1,1.0,1.0,26
올레드,2,1,1,0.429,0.95,25
구글,4,1,3,1.857,0.907,41
xr,7,11,-4,4.429,0.828,103
google,1,0,1,0.143,0.622,1
고효율,1,0,1,0.143,0.622,4
오포,1,0,1,0.143,0.622,6
sk하이닉스,4,5,-1,2.429,0.614,135
소니,1,0,1,0.286,0.465,5
sharp,2,3,-1,1.143,0.414,28
삼성전자,14,25,-11,12.143,0.414,347
샤오펑,1,0,1,0.429,0.345,3
메타,1,1,0,0.429,0.345,30
ar,2,0,2,1.429,0.26,42
bmw,1,0,1,0.571,0.244,15
amd,1,2,-1,0.571,0.244,12
tv,5,11,-6,4.571,0.137,181
lg전자,9,7,2,9.429,-0.105,299
아이폰,1,2,-1,1.286,-0.134,89
모바일,1,2,-1,1.571,-0.254,49
공급망,1,3,-2,1.571,-0.254,50
모니터,1,5,-4,2.143,-0.464,107
스마트폰,2,2,0,3.429,-0.501,106
폴더블,5,6,-1,6.857,-0.513,180
기아,1,2,-1,2.571,-0.604,38
삼성디스플레이,1,21,-20,3.571,-0.89,68
엔비디아,1,2,-1,4.286,-1.07,95
노트북,1,12,-11,4.429,-1.104,113
애플,3,5,-2,8.714,-1.446,341
